CAND_ID|CAND_NAME|CAND_PTY_AFFILIATION|CAND_ELECTION_YEAR|CAND_ELECTION_STATE|CAND_ELECTION_TYPE|CAND_INCUMBENT_STATUS|CAND_PCC|CAND_ZIP|CAND_CITY|CAND_STATE
H2TN05131|COOPER, JAMES H.S.|DEM|2010|TN|H|I|C00376665|37024|Brentwood|TN
H2TN06030|BLACKBURN, MARSHA MRS.|REP|2010|TN|H|I|C00376939|37027|Brentwood|TN
H2TN07087|TAYLOR, BRENT|REP|2002|TN|H|C|C00375758|38017|CORDOVA|TN
H2TN07095|NORRIS, MARK|REP|2002|TN|H|C|C00376855|38017|COLLIERVILLE|TN
H2TN07103|KUSTOFF, DAVID|REP|2002|TN|H|C|C00376244|38018|CORDOVA|TN
H2TN08077|HART, JAMES|IND|2010|TN|H|O|C00372722|38222|BUCHANAN|TN
H2TN15015|EDMONDSON, STEVEN LAWRENCE|REP|2008|TN|H|C|C00453050|37129|MURFREESBORO|TN
H2TX00015|JOHNSON, EDDIE BERNICE|DEM|2010|TX|H|I|C00254573|75201|Dallas|TX
H2TX00098|LAWRENCE, WILLIAM CLARENCE|REP|2012|TX|H|C|C00491258|75077|HIGHLAND VILLAGE|TX
H2TX00106|MORENOFF, DAN|REP|2012|TX|H|C|C00491308|75201|DALLAS|TX
H2TX03118|SAM, JOHNSON MR.|REP|2010|TX|H|I|C00250720|75074|PLANO|TX
H2TX03126|SESSIONS, PETE|REP|2010|TX|H|I|C00303305|74238|DALLAS|TX
H2TX05121|HENSARLING, JEB HON.|REP|2010|TX|H|I|C00370650|75382|Dallas|TX
H2TX05147|HAGOOD, DANIEL K|REP|2002|TX|H|C|C00371500|75201|DALLAS|TX
H2TX11046|MAINES, JAMES DARRELL JR|REP|2002|TX|H|C|C00371401|76527|FLORENCE|TX
H2TX11061|RILEY, JAMES EDWARD FRANCIS SR|DEM|2012|TX|H|C||76904|SAN ANGELO|TX
H2TX21052|COURAGE, JOHN KENNETH|DEM|2006|TX|H|C|C00413286|78232|SAN ANTONIO|TX
H2TX23058|BONILLA, HENRY|REP|2006|TX|H|C|C00257402|78258|San Antonio|TX
H2TX23082|CUELLAR, HENRY R.|DEM|2010|TX|H|I|C00371302|78042|Laredo|TX
H2TX23090|SCHARF, ED|GRE|2010|TX|H|C||78023|HELOTES|TX
H2TX26093|BURGESS, MICHAEL C. DR.|REP|2010|TX|H|I|C00372532|76202|Denton|TX
H2TX27026|ORTIZ, SOLOMON P|DEM|2010|TX|H|I|C00149187|78467|CORPUS CHRISTI|TX
H2TX27117|CLAYTOR, CHRISTOPHER J.|LIB|2010|TX|H|C||75024|PLANO|TX
H2TX29030|GREEN, RAYMOND E. 'GENE'|DEM|2010|TX|H|I|C00254185|77222|HOUSTON|TX
H2TX31044|CARTER, JOHN R.|REP|2010|TX|H|I|C00371203|78664|Round Rock|TX
H2UT01094|BISHOP, ROBERT|REP|2010|UT|H|I|C00374231|84302|BRIGHAM CITY|UT
H2UT02167|SWALLOW, JOHN|REP|2004|UT|H|C|C00371039|84094|Sandy|UT
H2UT02191|BRIDGEWATER, TIMOTHY ALLEN|REP|2004|UT|H|C|C00389726|84020|DRAPER|UT
H2UT03215|BRADBURN, KURT|REP|2012|UT|H|C|C00490797|84020|DRAPER|UT
H2VA04052|FORBES, J. RANDY|REP|2010|VA|H|I|C00365692|23328|Chesapeake|VA
H2VA06115|GOODLATTE, BOB|REP|2010|VA|H|I|C00257956|24018|Roanoke|VA
H2VA09010|BOUCHER, FREDERICK C|DEM|2010|VA|H|I|C00178418|24210|ABINGDON|VA
H2WA02128|SMITH, NORMA CREIGHTON|REP|2002|WA|H|C|C00370098|98236|CLINTON|WA
H2WA04041|HASTINGS, DOC|REP|2010|WA|H|I|C00286856|99302|PASCO|WA
H2WA04090|INSLEE, JAY ROBERT|DEM|2010|WA|H|I|C00337436|98133|SEATTLE|WA
H2WV01029|MOLLOHAN, ALAN B.|DEM|2010|WV|H|I|C00151456|26554|FAIRMONT|WV
H2WV02118|WORKMAN, MARGARET L|DEM|2002|WV|H|C|C00370908|25314|CHAS|WV
H3OR03012|NOVICK, STEVE|DEM|2004|OR|H|C|C00389411|97232|PORTLAND|OR
H4AL05025|PARKER, WAYNE JR.|REP|2008|AL|H|C|C00449140|35802|Huntsville|AL
H4AS00036|AUMUA, AMATA|REP|2010|AS|H|C|C00393041|96799|PAGO PAGO|AS
H4AZ01061|SMITH, SUSAN BITTER|REP|2010|AZ|H|C|C00475624|85257|SCOTTSDALE|AZ
H4AZ02119|GAMMILL, POWELL|LIB|2010|AZ|H|C||85018|PHOENIX|AZ
H4AZ04016|SHADEGG, JOHN B.|REP|2010|AZ|H|I|C00280453|85064|PHOENIX|AZ
H4AZ04024|FRANKS, TRENT|REP|2010|AZ|H|I|C00367110|85312|GLENDALE|AZ
H4AZ06045|SCHWEIKERT, DAVID|REP|2010|AZ|H|C|C00440727|85268|FOUNTAIN HILLS|AZ
H4AZ06052|HAYWORTH, JD|REP|2008|AZ|H|C|C00287987|85262|SCOTTSDALE|AZ
H4AZ08017|GRAF, RANDALL RANDY|REP|2006|AZ|H|C|C00399055||GREEN VALLEY|
H4AZ08058|BACAL, EVA K|DEM|2006|AZ|H|C|C00402487|85732|TUCSON|AZ
H4CA02072|SEKHON, A.J.|DEM|2008|CA|H|C|C00427229|95993|YUBA CITY|CA
H4CA03070|OLLER, THOMAS (RICO)|REP|2008|CA|H|C|C00443648|95833|SACRAMENTO|CA
H4CA11081|MCNERNEY, JERRY|DEM|2010|CA|H|I|C00398644|94588|PLEASANTON|CA
H4CA12089|HERMANSON, BARRY|GRE|2008|CA|H|C|C00441592|94116|SAN FRANCISCO|CA
H4CA15058|CHUKWU, RAYMOND LEMMY|REP|2010|CA|H|C|C00385708|95117|SAN JOSE|CA
H4CA16049|LOFGREN, ZOE|DEM|2010|CA|H|I|C00289603|95155|San Jose|CA
H4CA17021|FARR, SAM|DEM|2010|CA|H|I|C00290429|93920|CARMEL|CA
H4CA20082|COSTA, JIM MR.|DEM|2010|CA|H|I|C00391029|93721|FRESNO|CA
H4CA23011|WATERS, MAXINE|DEM|2010|CA|H|I|C00167585|90044|Los Angeles|CA
H4CA23144|SANDOVAL, JESUS R|DEM|2014|CA|H|C|C00491977|10039|NEW YORK|NY
H4CA24118|WAGNER, BRETT GRIFFIN|DEM|2008|CA|H|C|C00389767|93117|GAVIOTA|CA
H4CA26097|MATTHEWS, CYNTHIA|DEM|2008|CA|H|C|C00393660|91750|LAVERNE|CA
H4CA28069|COLEMAN, CHARLES RAY JR|DEM|2006|CA|H|C|C00419184|91331|PACOIMA|CA
H4CA30073|ELIZALDE, VICTOR DAVID|REP|2004|CA|H|C|C00393421|90064|LOS ANGELES|CA
H4CA46061|BRANDT, JIM|DEM|2008|CA|H|C|C00387183|91502|BURBANK|CA
H4CA46087|NGUYEN, TAN D|REP|2006|CA|H|C|C00399113|92840|GARDEN GROVE|CA
H4CA49032|BILBRAY, BRIAN P|REP|2010|CA|H|I|C00300830|92009|CARLSBAD|CA
H4CA50055|BUSBY, FRANCINE P|DEM|2010|CA|H|C|C00460386|92007|CARDIFF|CA
H4CO00015|FRITZ, JIM|UNK|2010|CO|H|C|C00390559|81646|MOLINA|CO
H4CO03126|WALCHER, GREGORY EDWARD|REP|2006|CO|H|C|C00392282|81526|PALISADE|CO
H4CO03167|SALAZAR, JOHN TONY MR.|DEM|2010|CO|H|I|C00393033|81141|MANASSA|CO
H4CT04098|FARRELL, DIANE GOSS|DEM|2006|CT|H|C|C00413682|06880|WESTPORT|CT
H4CT05053|MALONEY, JAMES H|DEM|2004|CT|H|C|C00327924|06810|DANBURY|CT
H4FL05032|RUSSELL, JOHN T|DEM|2008|FL|H|C|C00449678|33523|DADE CITY|FL
H4FL13069|JENNINGS, CHRISTINE|DEM|2008|FL|H|O|C00436964|34230|SARASOTA|FL
H4FL14034|SAUNDERS, BURT|NNE|2008|FL|H|C|C00442756|33919|FORT MYERS|FL
H4FL14059|MACK, CONNIE|REP|2010|FL|H|I|C00391243|34106|NAPLES|FL
H4FL14091|NEELD, ROBERT M. JR.|DEM|2010|FL|H|C|C00424127|33910|CAPE CORAL|FL
H4FL15114|WELDON, DAVID J DR. JR.|REP|2008|FL|H|C|C00294280|32902|Melbourne|FL
H4FL16021|FOLEY, MARK A|REP|2006|FL|H|C|C00289140|33461|LAKE WORTH|FL
H4FL16096|HARRELL, GAYLE|REP|2008|FL|H|C|C00432344|34994|STUART|FL
H4FL20023|WASSERMAN SCHULTZ, DEBBIE|DEM|2010|FL|H|I|C00385773|33331|WESTON|FL
H4FL20031|HOSTETTER, MARGARET|NPA|2008|FL|H|C|C00394114|33325|Fort Lauderdale|FL
H4FL21047|GONZALEZ-SOLDEVILLA, FRANCISCO JOSE|DEM|2006|FL|H|C|C00405282|33173|MIAMI|FL
H4FL22052|STORK, JAMES R|DEM|2004|FL|H|C|C00395517|33339|FT LAUDERDALE|FL
H4FL23050|THORPE, MARION DENNIS JR DR|REP|2008|FL|H|C|C00437459|33154|MIAMI|FL
H4GA04074|STOKES, CONNIE JEAN MS|DEM|2010|GA|H|C|C00399477|30038|LITHONIA|GA
H4GA06079|LAMUTT, ROBERT BRUCE|REP|2004|GA|H|C|C00386664|30066|MARIETTA|GA
H4GA06087|PRICE, THOMAS EDMUNDS|REP|2010|GA|H|I|C00386755|30077|ROSWELL|GA
H4GA08067|WESTMORELAND, LYNN A.|REP|2010|GA|H|I|C00387126|30277|SHARPSBURG|GA
H4GA09032|ELLIS, ROBERT JAMES|DEM|2004|GA|H|C|C00391201|30809|EVANS|GA
H4GA12010|BARROW, JOHN J.|DEM|2010|GA|H|I|C00384735|31412|Savannah|GA
H4HI01076|TANONAKA, DALTON ICHIRO|REP|2006|HI|H|C|C00401976|96825|HONOLULU|HI
H4IA05102|LATHAM, THOMAS P.|REP|2010|IA|H|I|C00287045|50525|Clarion|IA
H4IA05169|SCHULTE, E. JOYCE|DEM|2006|IA|H|C|C00389098|50801|CRESTON|IA
H4IL00016|ALEXANDER, JEREMY|DEM|2004|IL|H|C|C00390260|60615|CHICAGO|IL
H4IL03077|LIPINSKI, DANIEL WILLIAM|DEM|2010|IL|H|I|C00405431|60558|WESTERN SPRINGS|IL
H4IL04075|PIEKARCZYK, STEVE|REP|2010|IL|H|C|C00399188|60622|CHICAGO|IL
H4IL05031|BLAGOJEVICH, ROD|DEM|2004|IL|H|C|C00282970|60625|CHICAGO|IL
H4IL07037|DAVIS, DANNY K. MR.|DEM|2010|IL|H|I|C00172619|60644|CHICAGO|IL
H4IL08092|SCHEURER, WILLIAM CURT|GRE|2010|IL|H|C|C00415729|60046|LINDENHURST|IL
H4IL11096|WELLER, GERALD C JERRY|REP|2008|IL|H|I|C00364349|60434|Joliet|IL
H4IL15055|GILL, DAVID MICHAEL|DEM|2010|IL|H|C|C00466391|61704|BLOOMINGTON|IL
H4IL17069|ZINGA, ANDREA|REP|2006|IL|H|O|C00393868|61240|COAL VALLEY|IL
H4IL19073|BAGWELL, TIMOTHY CLARKE|DEM|2010|IL|H|C|C00466862|62450|OLNEY|IL
H4IL19081|ROTHERT, ANTHONY E|DEM|2004|IL|H|C|C00408013|62025|EDWARDSVILLE|IL
H4IN01012|VISCLOSKY, PETER J|DEM|2010|IN|H|I|C00166504|46410|MERRILLVILLE|IN
H4IN02101|DONNELLY, JOSEPH SIMON MR.|DEM|2010|IN|H|I|C00393652|46530|Granger|IN
H4IN02119|ZIRKLE, ANTHONY FREDRICK|REP|2010|IN|H|C|C00396861|46308|CROWN POINT|IN
H4IN04099|SOUDER, MARK E|REP|2010|IN|H|I|C00285189|46804|FORT WAYNE|IN
H4IN04123|PAASCH, BRIAN MR.|REP|2004|IN|H|C|C00389031|46123|Avon|IN
H4IN04149|SANDERS, DAVID AURAM|DEM|2010|IN|H|O|C00397935|47906|WEST LAFAYETTE|IN
H4IN04156|CAMPBELL, MIKE|REP|2010|IN|H|O||47393|WILLIAMSBURG|IN
H4KS02107|BOYDA, NANCY E E|DEM|2008|KS|H|I|C00392084|66606|TOPEKA|KS
H4KS03105|KOBACH, KRIS|REP|2004|KS|H|C|C00389346|66242|Overland Park|KS
H4KS03113|LIGHTNER, PATRICIA|REP|2010|KS|H|O|C00465740|66062|OLATHE|KS
H4KS04087|TIAHRT, TODD W.|REP|2008|KS|H|I|C00295592|67052|Goddard|KS
H4KY01016|HATCHETT, CHARLES KENDALL|DEM|2010|KY|H|C|C00487017|42025|BENTON|KY
H4KY01040|WHITFIELD, ED|REP|2010|KY|H|I|C00289983|42240|HOPKINSVILLE|KY
H4KY02030|LEWIS, RON|REP|2008|KY|H|I|C00304527|42702|Elizabethtown|KY
H4KY06072|CHANDLER, A.B. III|DEM|2010|KY|H|I|C00393512|40583|Lexington|KY
H4LA00016|JINDAL, BOBBY|REP|2006|LA|H|C|C00408823|70011|METAIRIE|LA
H4LA03028|MELANCON, CHARLES J|DEM|2010|LA|H|I|C00397034|70390|Napoleonville|LA
H4LA03044|CACCIOPPI, CHARMAINE DEGRUISE|DEM|2004|LA|H|C|C00400580|70394|RACELAND|LA
H4LA03051|ROMERO, CRAIG|REP|2006|LA|H|C|C00398974|70580|New Iberia Lane|LA
H4LA03069|TAUZIN, WILBERT J III|REP|2006|LA|H|O|C00401315|70301|THIBODAUX         |LA
H4LA07029|BOUSTANY, CHARLES DR. JR.|REP|2010|LA|H|I|C00394866|70598|LAFAYETTE|LA
H4LA07045|MOUNT, WILLIE LANDRY|DEM|2006|LA|H|C|C00395558|70601|LAKE CHARLES|LA
H4MA03022|MCGOVERN, JIM|DEM|2010|MA|H|I|C00285171|01606|Worcester|MA
H4MA05043|TIERNEY, THOMAS P|REP|2010|MA|H|C|C00190637|01701|FRAMINGHAM|MA
H4MA06033|TIERNEY, JOHN F|DEM|2010|MA|H|I|C00318196|01970|SALEM|MA
H4MD01077|SAMPSON, HARRY EDWARD|DEM|2008|MD|H|C|C00432682|21915|CHESAPEAKE CITY|MD
H4MD01085|ALEXAKIS, KOSTAS G|DEM|2006|MD|H|C|C00427948|21012|ARNOLD|MD
H4MD04071|MCDERMOTT, GEORGE E.|DEM|2010|MD|H|C|C00489062|20745|FOREST HEIGHTS|MD
H4ME01111|SUMMERS, CHARLES E JR|REP|2008|ME|H|C|C00397653|04074|SCARBOROUGH|ME
H4MI02088|KOTOS, KIMON|DEM|2008|MI|H|C|C00403360|49445|NORTH MUSKEGON|MI
H4MI03045|EHLERS, VERNON J|REP|2010|MI|H|I|C00283267|49501|GRAND RAPIDS|MI
H4MI07079|DEROSSETT, OSCAR GENE|REP|2004|MI|H|C|C00386060|48158|MANCHESTER|MI
H4MI07103|WALBERG, TIMOTHY L.|REP|2010|MI|H|C|C00390724|49287|TIPTON|MI
H4MI07111|SMITH, BRADLEY L|REP|2004|MI|H|C|C00391193|49220|ADDISON|MI
H4MI07137|RENIER, SHARON MARIE|IND|2008|MI|H|C|C00425462|49259|Munith|MI
H4MI08085|ALEXANDER, ROBERT DARWOOD|DEM|2008|MI|H|C|C00448365|48823|EAST LANSING|MI
H4MN03050|OLSON, ROBERT A|DEM|2008|MN|H|C|C00438937|56301|ST CLOUD|MN
H4MN04082|SHEPARD, JACK|REP|2010|MN|H|C|C00481473|55116|SAINT PAUL|MN
H4MO03064|BARRY, JOAN|DEM|2004|MO|H|C|C00386730|63129|ST LOUIS|MO
H4MO04088|PARNELL, JEFFREY|REP|2010|MO|H|C|C00449587|65742|ROGERSVILLE|MO
H4MO05192|METZL, JAMIE FREDERIC|DEM|2004|MO|H|C|C00390294|64112|KANSAS CITY|MO
H4MO05234|CLEAVER, EMANUEL II|DEM|2010|MO|H|I|C00395848|64133|KANSAS CITY|MO
H4MO07107|CRAIG, KEVIN|LIB|2010|MO|H|O||65731|POWERSITE|MO
H4MO09046|HULSHOF, KENNY CHARLES|REP|2006|MO|H|C|C00295923|65203|COLUMBIA|MO
H4MS01078|WICKER, ROGER F.|REP|2008|MS|H|I|C00364380|38802|Tupelo|MS
H4MS01102|WASHER, BARBARA DALE|REF|2010|MS|H|C|C00399162|39401|HATTIESBURG|MS
H4MS02068|THOMPSON, BENNIE G.|DEM|2010|MS|H|I|C00279851|39041|Bolton|MS
H4NC01046|BUTTERFIELD, G K|DEM|2010|NC|H|I|C00401190|27893|WILSON|NC
H4NC05146|FOXX, VIRGINIA|REP|2010|NC|H|I|C00386748|28604|BANNER ELK|NC
H4NC05161|SNYDER, JAMES E JR|REP|2004|NC|H|C|C00386946|27293|LEXINGTON|NC
H4NC06011|COBLE, JOHN HOWARD|REP|2010|NC|H|I|C00198796|27409|GREENSBORO|NC
H4NC09106|MYRICK, SUE|REP|2010|NC|H|I|C00304667|28237|Charlotte|NC
H4NC10047|MCHENRY, PATRICK TIMOTHY|REP|2010|NC|H|I|C00393629|28021|Cherryville|NC
H4NC10062|LYONS, SANFORD DAVID|REP|2004|NC|H|C|C00394833|28601|HICKORY|NC
H4NC10088|FISCHER, ANNE HARRIET NOSWORTHY|DEM|2010|NC|H|C|C00467175|28655|MORGANTON|NC
H4NC11060|MORGAN, CLYDE MICHAEL|DEM|2006|NC|H|C|C00423376|28778|SWANNANOA|NC
H4NC12043|FISHER, ADA|REP|2006|NC|H|C|C00423632|28145|SALISBURY|NC
H4ND00038|SAND, DUANE|REP|2008|ND|H|C|C00438671|58503|BISMARK|ND
H4NE01064|FORTENBERRY, JEFF|REP|2010|NE|H|I|C00395467|68508|Lincoln|NE
H4NH02175|HODES, PAUL W|DEM|2008|NH|H|I|C00400077|03301|CONCORD|NH
H4NJ05077|WOLFE, DOROTHEA ANNE|DEM|2006|NJ|H|C|C00397026|07417|FRANKLIN LAKES|NJ
H4NJ08063|AJJAN, GEORGE CHARLES|REP|2004|NJ|H|C|C00395178|07514|PATERSON|NJ
H4NJ09095|WILDES, MICHAEL|DEM|2010|NJ|H|C|C00404335|07631|ENGLEWOOD|NJ
H4NJ12081|SPADEA, BILL|REP|2004|NJ|H|C|C00393926|07739|LITTLE SILVER|NJ
H4NJ13022|SAXTON, H. J|REP|2008|NJ|H||C00197699|08060|Mt. Holly|NJ
H4NM02056|KING, GARY KENNETH|DEM|2006|NM|H|C|C00393702|88221|CARLSBAD|NM
H4NV03043|PHILLIPS, SHANNA S|DEM|2010|NV|H|C|C00463604|89113|LAS VEGAS|NV
H4NV03076|SILVESTRI, JOSEPH P.|LIB|2010|NV|H|C||89129|LAS VEGAS|NV
H4NY03069|MATHIES, BLAIR|DEM|2004|NY|H|C|C00401000|11702|BABYLON|NY
H4NY04059|GARNER, JAMES A|REP|2004|NY|H|C|C00480368|11550|HEMPSTEAD|NY
H4NY05064|POLICARPIO, GONZALO MANALO|REP|2008|NY|H|C|C00448522|11363|DOUGLAS MANOR|NY
H4NY07011|ACKERMAN, GARY L.|DEM|2010|NY|H|I|C00165241|11577|Roslyn Heights|NY
H4NY08043|HORT, PETER|REP|2004|NY|H|C|C00387167|10013|NEW YORK|NY
H4NY11112|ANDREWS, EMMANUEL CARL|DEM|2006|NY|H|O|C00393090|11213|BROOKLYN|NY
H4NY11138|CLARKE, YVETTE D|DEM|2010|NY|H|I|C00415331|11225|BROOKLYN|NY
H4NY15071|POWELL, ADAM CLAYTON IV|DEM|2010|NY|H|C|C00471961|10035|NEW YORK|NY
H4NY17101|FLEMING, JOHN J|REP|2004|NY|H|C|C00391615|10471|BRONX|NY
H4NY18075|HOFFMAN, RICHARD A|REP|2006|NY|H|C|C00397836|10708|BRONXVILLE|NY
H4NY19099|SHULDINER, BENJAMIN OLIVER|DEM|2006|NY|H|C|C00401331|10517|CROMPOND|NY
H4NY19107|JALIMAN, MICHAEL|DEM|2004|NY|H|C|C00404327|10509|BREWSTER|NY
H4NY20055|DIOGUARDI, JOSEPH J|RTL|1998|NY|H|C|C00316448|10562|OSSINING|NY
H4NY27076|HIGGINS, BRIAN|DEM|2010|NY|H|I|C00401034|14220|Buffalo|NY
H4NY27100|THOMAS, MARK W|DEM|2004|NY|H|C|C00402586|14063|FREDONIA|NY
H4NY29080|KUHL, JOHN|REP|2008|NY|H|I|C00388173|14840|HAMMONDSPORT|NY
H4NY29106|KOLB, BRIAN M|REP|2004|NY|H|C|C00393561|14424|CANANDAIGUA|NY
H4OH02032|PORTMAN, ROBERT J|REP|2006|OH|H|C|C00279299|45150|MILFORD|OH
H4OH03055|MITAKIDES, LOUELLA JANE|DEM|2008|OH|H|C|C00444182|45429|DAYTON|OH
H4OH10134|FERRIS, BARBARA ANNE|DEM|2008|OH|H|C|C00395392|44116|ROCKY RIVER|OH
H4OH14094|CAFARO, CAPRI|DEM|2006|OH|H|O|C00419374|44035|SHEFFIELD VILLAGE|OH
H4OH17071|TRAFICANT, JAMES A JR|IND|2010|OH|H|C|C00183244|44514|POLAND|OH
H4OH18079|NEY, ROBERT W|REP|2006|OH|H|C|C00288324|43950|ST CLAIRSVILLE|OH
H4OH19036|LATOURETTE, STEVEN C|REP|2010|OH|H|I|C00284174|44022|BAINBRIDGE|OH
H4OK02089|BOREN, DAVID DANIEL|DEM|2010|OK|H|I|C00410829|74402|Muskogee|OK
H4OK02139|WICKSON, RAYMOND|REP|2010|OK|H|C||74447|OKMULGEE|OK
H4OK05066|SMITH, BERT|DEM|2008|OK|H|O|C00437640|73123|OKLAHOMA CITY|OK
H4OK06056|LUCAS, FRANK D.|REP|2010|OK|H|I|C00287912|73628|Cheyenne|OK
H4PA03075|PORTER, STEVEN CLARK|IND|2008|PA|H|C|C00388637|16442|WATTS BURG|PA
H4PA08074|FITZPATRICK, MICHAEL G|REP|2010|PA|H|C|C00475103|19047|LANGHORNE|PA
H4PA13124|SCHWARTZ, ALLYSON Y.|DEM|2010|PA|H|I|C00389197|19046|Jenkintown|PA
H4PA15087|DENT, CHARLES WIEDER|REP|2010|PA|H|I|C00386847|18104|ALLENTOWN|PA
H4PA16051|HERR, LOIS K|DEM|2010|PA|H|C|C00461475|17022|ELIZABETHTOWN|PA
H4PA17042|RYAN, FRANCIS X|REP|2010|PA|H|C|C00461954|17042|LEBANON|PA
H4PA18131|DOYLE, MIKE|DEM|2010|PA|H|I|C00290064|15221|PITTSBURGH|PA
H4PA21051|ENGLISH, PHILIP S.|REP|2008|PA|H||C00283606|16507|Erie|PA
H4PR00053|RODRIGUEZ, CHARLES A CHARLIE|DEM|2008|PR|H|C|C00386037|00936|SAN JUAN|PR
H4PR00079|FORTUNO, LUIS|REP|2008|PR|H|I|C00410415|00926|SAN JUAN|PR
H4RI01034|KENNEDY, PATRICK J|DEM|2010|RI|H|I|C00326140|02860|PAWTUCKET|RI
H4SC01073|SANFORD, MARSHALL C JR|REP|1998|SC|H|C|C00285254|29402|CHARLESTON|SC
H4SC05041|SPENCER, ALBERT|REP|2008|SC|H|C|C00459388|29340|GAFFNEY|SC
H4TN02035|SAMPLES, WILLIAM GREGORY|IND|2010|TN|H|C|C00474163|37933|KNOXVILLE|TN
H4TN03165|HOWARD-HILL, JEAN|REP|2010|TN|H|O||37421|CHATTANOOGA|TN
H4TN04015|GORDON, BART|DEM|2010|TN|H|I|C00196915|37130|MURFREESBORO|TN
H4TN06051|DAVIS, LINCOLN EDWARD|DEM|2010|TN|H|I|C00365015|38556|JAMESTOWN|TN
H4TX02082|MOORE, DWIGHT CLINT|REP|2004|TX|H|C|C00391904|77373|SPRING|TX
H4TX02108|POE, TED|REP|2010|TX|H|I|C00392670|77347|Humble|TX
H4TX04039|GOHMERT, LOUIE|REP|2010|TX|H|I|C00386532|75711|Tyler|TX
H4TX04062|CHRISTENSEN, GENE|REP|2008|TX|H|C|C00435438|75042|CELINA|TX
H4TX04070|CLARK, STEVE|REP|2010|TX|H|C|C00473603|75032|HEATH|TX
H4TX06117|BARTON, JOE LINUS|REP|2010|TX|H|I|C00195065|75119|Ennis|TX
H4TX09095|GREEN, ALEXANDER|DEM|2010|TX|H|I|C00396028|77054|HOUSTON|TX
H4TX10028|DOGGETT, LLOYD REP.|DEM|2010|TX|H|I|C00286500|78702|AUSTIN|TX
H4TX10085|STREUSAND, BENJAMIN EARL|REP|2004|TX|H|C|C00392266|77379|SPRING|TX
H4TX10093|MCCAUL, MICHAEL|REP|2010|TX|H|I|C00392688|78746|Austin|TX
H4TX13014|THORNBERRY, MAC|REP|2010|TX|H|I|C00286187|79226|CLARENDON|TX
H4TX15076|HARING, PAUL BYRNE|REP|2010|TX|H|C|C00480566|77963|GOLIAD|TX
H4TX17072|MCINTYRE, DAVID H|REP|2010|TX|H|C|C00393389|77845|COLLEGE STATION|TX
H4TX18054|LEE, SHEILA JACKSON|DEM|2010|TX|H|I|C00287904|77004|HOUSTON|TX
H4TX19102|NEUGEBAUER, RANDY HONORABLE|REP|2010|TX|H|I|C00384016|79453|Lubbock|TX
H4TX19128|CHRISTIAN, WILLIAM M|REP|2003|TX|H|C|C00384065|79711|MIDLAND|TX
H4TX19136|CONAWAY, MICHAEL HONORABLE|REP|2010|TX|H|I|C00383828|79707|MIDLAND|TX
H4TX19185|MAY, DONALD ROBERT LEE|REP|2004|TX|H|C|C00384552|79416|LUBBOCK|TX
H4TX19235|PETERSON, RICHARD|LIB|2010|TX|H|C|C00386086|79423|LUBBOCK|TX
H4TX22122|MORRISON, RICHARD ROBERTS IV|DEM|2006|TX|H|C|C00392936|77479|SUGAR LAND|TX
H4TX22130|SAENZ, ERIK|DEM|2004|TX|H|C|C00394130|77459|MISSOURI CITY|TX
H4TX24094|MARCHANT, KENNY E MR.|REP|2010|TX|H|I|C00393348|75011|CARROLLTON|TX
H4TX25117|HINOJOSA, LETICIA|DEM|2004|TX|H|C|C00394577|78504|MCALLEN|TX
H4TX27030|VADEN, WILLIAM ROSS|REP|2010|TX|H|C|C00474908|78460|CORPUS CHRISTI|TX
H4TX28046|CANSECO, FRANCISCO 'QUICO'|REP|2010|TX|H|C|C00394353|78230|SAN ANTONIO|TX
H4UT01041|THOMPSON, STEPHEN CHARLES C|DEM|2004|UT|H|C|C00397612|84321|LOGAN|UT
H4UT02106|COOK, MERRILL ALONZO|REP|2008|UT|H|C|C00422717|84103|SALT LAKE CITY|UT
H4VA02029|ASHE, DAVID BENJAMIN|DEM|2006|VA|H|C|C00397844|23451|VIRGINIA BEACH|VA
H4VA02037|DRAKE, THELMA D.|REP|2008|VA|H|I|C00405696|23466|Virginia Beach|VA
H4VA07119|BLANTON, BRAD|GRE|2006|VA|H|C|C00416321|22851|STANLEY|VA
H4VA08109|MARTIN, MELISSA JOY|REP|2004|VA|H|C|C00387324||ARLINGTON|VA
H4VA11020|DAVIS, THOMAS M III|REP|2008|VA|H|C|C00285932|22181|VIENNA|VA
H4VI00054|CHRISTENSEN, DONNA M|DEM|2010|VI|H|I|C00320754|00822|St. Croix|VI
H4WA03098|CRIST, CHERYL A.|DEM|2010|WA|H|O|C00443853|98506|OLYMPIA|WA
H4WA04062|WRIGHT, RICHARD KENNETH|DEM|2006|WA|H|C|C00417709|99338|KENNEWICK|WA
H4WA05077|MCMORRIS, CATHY|REP|2010|WA|H|I|C00390476|99210|SPOKANE|WA
H4WA06067|CLOUD, DOUG|REP|2010|WA|H|C|C00456244|98405|TACOMA|WA
H4WA08071|REICHERT, DAVE|REP|2010|WA|H|I|C00397737|98015|BELLEVUE|WA
H4WA08089|ESSER, LUKE|REP|2004|WA|H|C|C00398081|98008|BELLEVUE|WA
H4WI01064|THOMAS, JEFFREY C|DEM|2006|WI|H|C|C00321653|53548|JANESVILLE|WI
H4WI02054|MAGNUM, DAVID ROBERT|REP|2006|WI|H|C|C00401067|53954|PARDEEVILLE|WI
H4WI04167|CARPENTER, TIMOTHY W|DEM|2004|WI|H|C|C00396135|53215|MILWAUKEE|WI
