CAND_ID|CAND_NAME|CAND_PTY_AFFILIATION|CAND_ELECTION_YEAR|CAND_ELECTION_STATE|CAND_ELECTION_TYPE|CAND_INCUMBENT_STATUS|CAND_PCC|CAND_LAT|CAND_LONG|CAND_ZIP|CAND_CITY|CAND_STATE
H0CA01064|RIGGS, FRANK DUNCAN|REP|1990|CA|H|C|C00237834|38.54486|-122.80785|95492|WINDSOR|CA
H0CA01072|STOEN, TIMOTHY OLIVER|REP|1990|CA|H|C|C00243105|39.154946|-123.20088|95482|UKIAH|CA
H0CA01080|COMINGORE, DARLENE G|PAF|1990|CA|H|C|C00249128|38.3595825|-122.67125300000001|95472|SEBASTOPOL|CA
H0CA01098|COMINGORE, DARLENE|UNK|1990|CA|H|C||38.3595825|-122.67125300000001|95472|SEBASTOPOL|CA
H0CA02013|WINDREM, PETER FOLGER|DEM|1980|CA|H|C|C00107953|38.939725|-122.78548|95451|XELSEYVILLE|CA
H0CA02070|"RUSH, ERWIN E ""BILL"""|DEM|1990|CA|H|C|C00243204|40.183837|-122.24074|96080|RED BLUFF|CA
H0CA02088|CRAIN, ROSS|LIB|1990|CA|H|C||40.041399|-122.09793|96055|LOS MOLINOS|CA
H0CA03037|BORMAN, EUGENE ROY|REP|1990|CA|H|C|C00241331|38.639353|-121.327117|95608|CARMICHAEL|CA
H0CA03045|WALSH, JAMES J|DEM|1990|CA|H|C||38.430597276190475|-121.44452857142855|95828|SACRAMENTO|CA
H0CA03052|MCCANN, DAVID M|LIB|1990|CA|H|C||38.682803|-121.2231|95662|ORANGEVALE|CA
H0CA04043|KOZIOL, THOMAS L|REP|1990|CA|H|C|C00240184|38.35783266666667|-121.95119133333333|95688|VACAVILLE|CA
H0CA04050|BAUGHMAN, MARK|REP|1990|CA|H|C|C00241984|38.682803|-121.2231|95662|ORANGEVALE|CA
H0CA04068|WARNER, STANLEY WESLEY (STAN)|DEM|1990|CA|H|C|C00245217|38.75107966666666|-121.29290666666668||ROSEVILLE|CA
H0CA04076|ANDERSON, EDWARD A JR|REP|1990|CA|H|C||38.159894|-121.84195|94512|BIRDS LANDING|CA
H0CA04084|YONKER, ISAAC PARK|REP|1990|CA|H|C||38.071769|-122.15517|94510|BENICIA|CA
H0CA04092|BIGWOOD, BRYCE|LIB|1990|CA|H|C||38.5844005|-121.849041|95615|DAVIS|CA
H0CA05032|NICHOLS, ALAN H|REP|1990|CA|H|C|C00242511|37.801878|-122.41018|94133|S F|CA
H0CA06055|BOERUM, BILL|REP|1990|CA|H|C|C00244103|37.950069|-122.54284|94904|GREENBRAE|CA
H0CA07020|ST CLAIR, GILES|REP|1982|CA|H|C|C00153809|37.807869999999994|-121.94924499999999|94526|DANVILLE|CA
H0CA07053|PAYTON, ROGER ALLEN|REP|1990|CA|H|C|C00244228|37.87041725|-122.02789725000001|94598|WALNUT CREEK|CA
H0CA07061|WATKINS, WIL|REP|1990|CA|H|C||37.87041725|-122.02789725000001|94596|WALNUT CREEK|CA
H0CA08036|GALEWSKI, BARBARA|REP|1990|CA|H|C||37.85449872727273|-122.24097363636362|94707|BERKELEY|CA
H0CA09018|KENNEDY, BILL|REP|1982|CA|H|C|C00127803|37.674313999999995|-121.881965|94566|PLEASANTON|CA
H0CA09034|ROMERO, VICTOR ARNOLD|REP|1990|CA|H|C|C00240523|37.674313999999995|-121.881965|94566|PLEASANTON|CA
H0CA10032|KING, LOWELL A.|REP|1990|CA|H|C|C00243113|37.571246200000004|-121.9727576||FREMONT|CA
H0CA10040|PATROSSO, MARK STEVEN|REP|1990|CA|H|C|C00243493|37.2536525|-121.8765585|95014|CUPERTINO|CA
H0CA11022|LANTOS, THOMAS P|DEM|1990|CA|H|I|C00112250|37.4656448|-122.3221155|94402|SAN MATEO|CA
H0CA11162|MAKAR, BRUCE BERNARD|REP|1979|CA|H|C|C00107151|37.4656448|-122.3221155|94402|SAN MATEO|CA
H0CA11170|COREY, GEORGE RAYMOND|DEM|1979|CA|H|C|C00107243|37.490939499999996|-122.3680875|94030|MILLBRAE|CA
H0CA11220|RATHBUN-CHIODO, BARBARA|REP|1990|CA|H|C||37.4489155|-122.3125425|94010|BELMONT|CA
H0CA11238|GENIS, JUNE R|LIB|1990|CA|H|C||37.444879|-122.26253|94062|WOODSIDE|CA
H0CA12046|PALMER, ROBERT|DEM|1990|CA|H|C|C00247643|37.306759|-121.97220566666668|94024|LOS ALTOS|CA
H0CA13036|SMITH, DAVID ELLIOTT|REP|1990|CA|H|C|C00242677|37.24389375806454|-121.78056964516126|95121|SAN JOSE|CA
H0CA14018|CERNEY, ANNE|DEM|1980|CA|H|C|C00119214|38.04903233333334|-121.27569399999999|95240|LODI|CA
H0CA14042|DOOLITTLE, JOHN T|REP|1990|CA|H|O|C00242768|38.803579|-121.250675|95677|ROCKLIN|CA
H0CA14059|INGRAHAM, ROBERT D|DEM|1990|CA|H|O||37.6689805|-121.825804|94550|LIVERMORE|CA
H0CA15015|SCHWARTZ, RONALD|REP|1980|CA|H|C|C00111294|36.75393231666668|-119.67922220000001|93728|FRESNO|CA
H0CA15031|CONDIT, GARY|DEM|1990|CA|H|I|C00247544|38.430597276190475|-121.44452857142855|95814|SACRAMENTO|CA
H0CA15049|BURRIS, CLIFF|REP|1990|CA|H|C|C00237271|37.2777364|-120.57895799999999|95348|MERCED|CA
H0CA15056|WHITESIDE, CAROL LOUISE GORDON|REP|1990|CA|H|O|C00237172|37.6421951|-120.97390659999999|95354|MODESTO|CA
H0CA15064|WEIMER, ROBERT JOHN|REP|1989|CA|H|O|C00237255|37.3592325|-120.588117|95301|ATWATER|CA
H0CA15072|BERRYHILL, CLARE L|REP|1989|CA|H|O|C00237461|37.584282|-120.95064|95307|CERES|CA
H0CA15080|PATTERAKIS, CHRIS G|REP|1989|CA|H|O|C00237602|37.6421951|-120.97390659999999|95354|MODESTO|CA
H0CA15098|SHIMP, ROY|LIB|1989|CA|H|O|C00237768|37.2777364|-120.57895799999999|95340|MERCED|CA
H0CA15106|MCCOY, JACK|REP|1990|CA|H|O||37.6421951|-120.97390659999999|95350|MODESTO|CA
H0CA16047|REISS, JERRY M|REP|1990|CA|H|C|C00245126|35.312018375|-120.53351674999999|93401|SAN LUIS OBISPO|CA
H0CA16054|TUCKER, BRIAN H|LIB|1990|CA|H|C||36.475269499999996|-121.51536025|93940|MONTEREY|CA
H0CA17045|DOOLEY, CALVIN M|DEM|1990|CA|H|C|C00236711|36.3082346|-119.1683074|93277|VISALIA|CA
H0CA17052|NAHIGIAN, ARCHIE H JR|DEM|1990|CA|H|C|C00238758|36.72845|-119.53571|93657|SANGER|CA
H0CA18027|"TIMMERMANS, MARY ""PAT"""|DEM|1980|CA|H|C|C00123802|35.31644239130434|-118.96400082608697|93306|BAKERSFIELD|CA
H0CA19033|FERGUSON, ANITA PEREZ|DEM|1990|CA|H|C|C00243832|34.35092894117647|-119.79754082352942|93101|SANTA BARBARA|CA
H0CA19041|MCCONNELL, MICHAEL WILLIAM|DEM|1990|CA|H|C|C00244376|34.168066375|-119.172226|93002|VENTURA|CA
H0CA19058|WINTERBOURNE, ALAN|REP|1990|CA|H|C||34.168066375|-119.172226|93003|VENTURA|CA
H0CA19074|LORENZ, MINDY|UNK|1990|CA|H|C|C00248625|34.168066375|-119.172226|93001|VENTURA|CA
H0CA20031|THOMAS, MICHAEL ALAN|DEM|1990|CA|H|C|C00237610|35.032408|-120.49446|93444|NIPOMO|CA
H0CA20049|GREGORY, RODNEY EVERETT|REP|1990|CA|H|C|C00245159|34.125415833333335|-118.34070050000001|91350|SANTA CLARITA|CA
H0CA20056|DILBECK, WILLIAM H|LIB|1990|CA|H|C||35.451577|-120.7227465|93422|ATASCADERO|CA
H0CA21039|TUCKER, JAN B|PAF|1990|CA|H|C||33.786594|-118.298662|91602|TOLUCA LAKE|CA
H0CA21054|FREIMAN, RICHARD DAVID|DEM|1990|CA|H|C|C00244491|34.139536|-118.7607|91301|AGOURA|CA
H0CA21062|CHRISTENSEN, PEGGY|LIB|1990|CA|H|C||34.032121000000004|-118.399566|91344|GRANADA HILLS|CA
H0CA22037|BAYER, DAVID|DEM|1990|CA|H|C|C00243337|33.93807199999999|-118.30750738461536|91501|BURBANK|CA
H0CA22045|VOURNAS, TOM|DEM|1990|CA|H|C||33.989348|-118.220361|91001|ALTADENA|CA
H0CA22052|WILSON, WILLIAM H|LIB|1990|CA|H|C||33.85738706451613|-118.26673387096778|91104|PASADENA|CA
H0CA24066|PHAIR, MAGGIE|PAF|1990|CA|H|C||33.94396584158416|-118.29928288118809|90026|LOS ANGELES|CA
H0CA25030|JUSTICE, ALEXANDER SWIFT|REP|1990|CA|H|C|C00242800|33.85738706451613|-118.26673387096778|91104|PASADENA|CA
H0CA25048|RENSHAW, STEVEN J|REP|1990|CA|H|C||33.94396584158416|-118.29928288118809|90012|LOS ANGELES|CA
H0CA25055|SCOTT, ROBERT H|LIB|1990|CA|H|C||33.85738706451613|-118.26673387096778|91105|PASADENA|CA
H0CA26038|FORSCH, GARY E|REP|1990|CA|H|C|C00242081|34.0053415|-118.33714599999999|91352|SUN VALLEY|CA
H0CA26046|DAHLSON, ROY|REP|1990|CA|H|C|C00242420|33.8939026|-118.3411961333333|91412|VAN NUYS|CA
H0CA26053|GAULKE, SCOTT M|DEM|1990|CA|H|C||33.965225000000004|-118.346476|91604|STUDIO CITY|CA
H0CA26061|ZIMRING, BERNARD|LIB|1990|CA|H|C||33.8939026|-118.3411961333333|91405|VAN NUYS|CA
H0CA27010|DUBIN, GARY VICTOR|DEM|1980|CA|H|C|C00117382|33.8814835|-118.376621|90291|MARINA DEL REY|CA
H0CA27044|MICHAEL, ELIZABETH|REP|1990|CA|H|C|C00240382|33.94396584158416|-118.29928288118809|90046|LOS ANGELES|CA
H0CA27051|COHEN, DAVID BARRETT|REP|1990|CA|H|C|C00242313|33.94396584158416|-118.29928288118809|90025|LOS ANGELES|CA
H0CA27069|YEAGER, HANS|REP|1990|CA|H|C|C00243154|33.871803|-118.370166|90293|PLAYA DEL REY|CA
H0CA27077|FERRER, EDWARD E|PAF|1990|CA|H|C||33.8895025|-118.381986|90291|VENICE|CA
H0CA28042|DECKER, MARK ALLEN|REP|1990|CA|H|C|C00243097|33.94396584158416|-118.29928288118809|90007|LOS ANGELES|CA
H0CA28059|WEBER, BOB|LIB|1990|CA|H|C||33.8979945|-118.3476135|90232|CULVER CITY|CA
H0CA28067|WIILIAMS, WILLIAM R|PAF|1990|CA|H|C||33.94396584158416|-118.29928288118809|90006|LOS ANGELES|CA
H0CA29032|ANDROMIDAS, TED|DEM|1990|CA|H|O||33.85738706451613|-118.26673387096778|91116|PASADENA|CA
H0CA29040|WILSON, TWAIN M|DEM|1990|CA|H|O||33.94396584158416|-118.29928288118809|90044|LOS ANGELES|CA
H0CA29057|DEWITT, WILLIAM H|REP|1990|CA|H|O||33.944264|-118.1949|90280|SOUTH GATE|CA
H0CA30030|RICHELIEU, OWEN HESSE III|REP|1990|CA|H|C|C00240598|33.99656466666667|-118.16137066666666|91776|SAN GABRIEL|CA
H0CA30048|FEGER, G. CURTIS|LIB|1990|CA|H|C||33.96317033333333|-118.18616733333333|91754|MONTEREY PARK|CA
H0CA31020|DYMALLY, MERVYN M|DEM|1990|CA|H|I|C00120436|33.853547000000006|-118.2548448|90220|COMPTON|CA
H0CA31053|GRIGSBY, LAWRENCE ALLEN|DEM|1990|CA|H|C|C00243212|33.94396584158416|-118.29928288118809|90008|LOS ANGELES|CA
H0CA31061|ROBINSON, CARL E SR.|DEM|1990|CA|H|C||33.83372825|-118.26890425|90746|CARSON|CA
H0CA31079|SATO, EUNICE N|REP|1990|CA|H|C||33.79097913793104|-118.20857620689657|90810|LONG BEACH|CA
H0CA32010|ADLER, JOHN|REP|1982|CA|H|C|C00112078|33.811667799999995|-118.31364399999998|90503|TORRANCE|CA
H0CA32044|BAKKE, GERALD LEROY (JERRY)|REP|1990|CA|H|C|C00238105|33.725778625000004|-117.81807675|92804|ANAHEIM|CA
H0CA33018|ANDERSON, FRED LODEWYK|AIP|1988|CA|H|C|C00227595|34.070659|-118.01383|91732|ELMONTE|CA
H0CA33042|HAMUD, GARRY|DEM|1990|CA|H|C|C00245100|34.000578|-117.96943|91745|HACIENDA HEIGHTS|CA
H0CA33059|WEBB, GEORGIA HOUSTON|DEM|1990|CA|H|C|C00244673|34.110009|-117.71973|91711|CLAREMONT|CA
H0CA34065|LEON, JOE|REP|1990|CA|H|C|C00235689|33.9124095|-118.1304285|91744|LA PUENTE|CA
H0CA34073|EASTMAN, JOHN CHARLES|REP|1990|CA|H|C|C00242693|33.98475225|-118.00844049999999|91791|WEST COVINA|CA
H0CA35062|NOONAN, MIKE|PAF|1988|CA|H|C|C00233841|34.110009|-117.71973|91711|CLAREMONT|CA
H0CA35070|BLANKENSHIP, MARK IRVIN|REP|1990|CA|H|C|C00243840|34.31264733333333|-116.76966033333333|92373|REDLANDS|CA
H0CA35088|JOHNSON, JERRY|LIB|1990|CA|H|C||34.31264733333333|-116.76966033333333|92373|REDLANDS|CA
H0CA36052|STARK, JOHN PAUL|REP|1988|CA|H|C|C00173021|34.53086955|-116.53620565000001|92405|SAN BERNARDINO|CA
H0CA36060|SKROPOS, GUS JAMES|REP|1990|CA|H|C|C00240143|34.3701802|-116.96610639999999|91762|ONTARIO|CA
H0CA36078|CASEY, ALOYSIUS G|REP|1990|CA|H|C|C00241497|34.31264733333333|-116.76966033333333|92373|REDLANDS|CA
H0CA36086|HAMMOCK, ROBERT L|REP|1990|CA|H|C|C00243196|34.53086955|-116.53620565000001|92404|SAN BERNARDINO|CA
H0CA37050|BLASKOVICH, DONALD W MR|IND|1990|CA|H|C|C00238154|33.70844066666666|-116.90992566666667|92330|LAKE ELSINORE|CA
H0CA37068|WAITE, RALPH H|DEM|1990|CA|H|C|C00242826|33.647287|-115.65742900000001|92270|RANCHO MIRAGE|CA
H0CA37076|JACOBS, JEFFREY E|DEM|1990|CA|H|C||33.81726042857142|-116.70091557142858|92387|MORENO VALLEY|CA
H0CA37084|MATHEWSON, BUD|REP|1990|CA|H|C||33.920803|-116.87897|92220|BANNING|CA
H0CA37092|ODOM, GARY R|IND|1990|CA|H|C||33.84355464705882|-116.68860723529411|92506|RIVERSIDE|CA
H0CA38017|JACOBSON, ART|REP|1984|CA|H|C|C00114538|33.717164999999994|-117.920811|90720|LOS ALAMITOS|CA
H0CA38041|HOFFMAN, ART|DEM|1990|CA|H|C||33.696992|-117.82648636363638|92706|SANTA ANA|CA
H0CA38058|JACKSON, BARBARA|DEM|1990|CA|H|C||33.749333|-117.88565350000002|90620|BUENA PARK|CA
H0CA39023|SWANN, TRUMAN ALLEN|DEM|1990|CA|H|C|C00241356|33.725778625000004|-117.81807675|92808|ANAHEIM|CA
H0CA39031|BLACK, JOHN WOODLAND|DEM|1990|CA|H|C||33.618939166666664|-117.87561050000001|92660|NEWPORT BEACH|CA
H0CA39049|"HOFFMAN, FRANCIS X ""FRANK"""|DEM|1990|CA|H|C|C00246025|33.725778625000004|-117.81807675|92806|ANAHEIM|CA
H0CA39056|ROBERTS, ANTHONY J|DEM|1990|CA|H|C|C00244046|33.827576666666666|-117.83251733333333|92621|BREA|CA
H0CA40013|DOW, MICHAEL F|DEM|1980|CA|H|C|C00138230|33.606271|-117.89243|92662|BALBOA ISLAND|CA
H0CA40070|GRATZ, EUGENE C|DEM|1990|CA|H|C|C00245647|33.587813499999996|-117.770681|92651|LAGUNA BEACH|CA
H0CA41011|BATES, JIM|DEM|1990|CA|H|I|C00146209|32.89411814814816|-116.99533772839506|92115|SAN DIEGO|CA
H0CA41029|WILSON, BOB|DEM|1980|CA|H|C|C00120592|32.89516425|-116.9308555|92041|LA MESA|CA
H0CA41045|MCKINNON, DAN|REP|1980|CA|H|C|C00121749|32.89411814814816|-116.99533772839506|92109|SAN DIEGO|CA
H0CA41078|LOWERY, WILLIAM DAVID|REP|1990|CA|H|I|C00121038|32.89411814814816|-116.99533772839506|92124|SAN DIEGO|CA
H0CA41102|WORKS, KAREN S R|PAF|1990|CA|H|C||32.89411814814816|-116.99533772839506|92117|SAN DIEGO|CA
H0CA42043|CAVUOTO, JAMES|DEM|1990|CA|H|C|C00244681|33.811667799999995|-118.31364399999998|90503|TORRANCE|CA
H0CA42050|STEVENS, BRYAN W|DEM|1990|CA|H|C||33.784099|-118.38752|90274|ROLLING HILLS EST.|CA
H0CA42068|MARTIN, RICHARD GIBB|LIB|1990|CA|H|C||33.88699866666666|-118.30154333333333|90247|GARDENA|CA
H0CA43041|ARNOLD, RICHARD (RICK) L|LIB|1990|CA|H|C||33.03501|-117.057298|92024|ENCINITAS|CA
H0CA43058|HANSEN, DOUG|PAF|1990|CA|H|C||32.89411814814816|-116.99533772839506|92117|SAN DIEGO|CA
H0CA44015|LANTRY, JAMES J|REP|1990|CA|H|C|C00236265|32.89411814814816|-116.99533772839506|92101|SAN DIEGO|CA
H0CA44023|GHOUGASSIAN, JOSEPH A|REP|1990|CA|H|C|C00241679|32.78016975|-116.9451885|92010|CHULA VISTA|CA
H0CA44031|GEORGIOU, BYRON STEPHEN|DEM|1990|CA|H|C|C00242750|32.89411814814816|-116.99533772839506|92101|SAN DIEGO|CA
H0CA44049|EPIFANO, ERIC|REP|1990|CA|H|C|C00245225|32.89411814814816|-116.99533772839506|92108|SAN DIEGO|CA
H0CA44056|HARRELL, KENNY|REP|1990|CA|H|C||32.871885|-116.90978050000001|92077|SPRING VALLEY|CA
H0CA44064|WALLNER, JOHN|LIB|1990|CA|H|C||32.9812946|-116.92915480000002|92039|LA JOLLA|CA
H0CA44072|WHITE, DONNA|PAF|1990|CA|H|C||32.89411814814816|-116.99533772839506|92104|SAN DIEGO|CA
H0CA45012|"CUNNINGHAM, RANDY ""DUKE"""|REP|1990|CA|H|C|C00242446|32.78016975|-116.9451885|92010|CHULA VISTA|CA
H0CA45020|SHEA, JOE|LIB|1990|CA|H|C||32.8883584|-116.8965284|92020|EL CAJON|CA
H0CO01037|ROEMER, GLORIA GONZALES|REP|1990|CO|H|C|C00241430|39.74108270666667|-104.83527397333336|80209|DENVER|CO
H0CO02019|MCELDERRY, JOHN R|REP|1980|CO|H|C|C00111575|39.744437|-105.10441|80215|LAKEWOOD|CO
H0CO02027|LOYE, BENJAMIN R|REP|1980|CO|H|C|C00114934|39.6481775|-105.16215249999999|80033|WHEAT RIDGE|CO
H0CO02068|LEWIS, JASON M|REP|1990|CO|H|C|C00239418|40.062142875|-105.33811643749999|80303|BOULDER|CO
H0CO03025|SMITH, BARB|REP|1990|CO|H|C|C00237883|38.833235|-108.58155|81527|WHITEWATER|CO
H0CO03033|ELLIS, ROBERT THOMAS (BOB)|REP|1990|CO|H|C|C00241935|38.460751|-107.87423749999999|81402|MONTROSE|CO
H0CO03041|FIELDS, HOWARD E|POP|1990|CO|H|C|C00248492|38.605432|-108.0098|81425|OLATHLE|CO
H0CO04015|BROWN, HANK|REP|1988|CO|H|C|C00117507|40.430362428571435|-104.62026228571429|80634|GREELEY|CO
H0CO04023|BACA, POLLY|DEM|1986|CO|H|C|C00199513|39.958987|-104.908921|80221|THORNTON|CO
H0CO04049|ALLARD, WAYNE|REP|1990|CO|H|O|C00236810|40.40188033333334|-105.11804233333332|80537|LOVELAND|CO
H0CO04056|BOND, RICHARD RANDOLPH|DEM|1990|CO|H|O|C00238162|40.430362428571435|-104.62026228571429|80631|GREELEY|CO
H0CO04064|BRANDON, JIM|REP|1990|CO|H|O|C00239236|40.124199|-103.18362|80720|AKRON|CO
H0CO05012|SCHREIBER, ED|DEM|1980|CO|H|C|C00118604|39.684534285714285|-104.62691800000002|80111|ENGLEWOOD|CO
H0CO05046|JOHNSTON, CAL|DEM|1990|CO|H|C|C00246215|39.594638562499995|-104.87497675|80127|LITTLETON|CO
H0CO05053|HAMBURGER, KEITH L|LIB|1990|CO|H|C||38.839994|-104.67319639215685|80905|COLORADO SPRINGS|CO
H0CO06010|SKIPPAR, BRUCE E|UNK|1990|CO|H|C|||||LAKEWOOD|CO
H0CO06028|JARRETT, DON|DEM|1990|CO|H|C|C00246116|39.6481775|-105.16215249999999|80033|WHEAT RIDGE|CO
