CAND_ID|CAND_NAME|CAND_PTY_AFFILIATION|CAND_ELECTION_YEAR|CAND_ELECTION_STATE|CAND_ELECTION_TYPE|CAND_INCUMBENT_STATUS|CAND_PCC|CAND_ZIP|CAND_CITY|CAND_STATE
H0AK01020|DEVENS, JOHN S|DEM|1992|AK|H|C|C00255711|99686|VALDEZ|AK
H0AL02046|BAGGIANO, FAYE S|DEM|1992|AL|H|O|C00244277|36116|MONTGOMERY|AL
H0AL02053|BALMER, GEORGE|DEM|1990|AL|H|C|C00245688|36081|TROY|AL
H0AL03036|BROWDER, JOHN GLEN|DEM|1992|AL|H|I|C00235119|36265|JACKSONVILLE|AL
H0AL03044|ROBBINS, RAY F II|REP|1989|AL|H|C|C00235127|35160|TALLADEGA|AL
H0AL03051|RICE, JOHN|REP|1989|AL|H|C|C00235200|36801|OPELIKA|AL
H0AL03077|ADAMS, CHARLES H|DEM|1990|AL|H|C|C00235416|36867|PHOENIX CITY|AL
H0AL03101|DIAL, GERALD OSCAR|DEM|1989|AL|H|C|C00235259|36266|LINEVILLE|AL
H0AL03143|PREUITT, JAMES E|DEM|1989|AL|H|C|C00235242|35160|TALLADEGA|AL
H0AL03168|SLEDGE, ROLAND DONALD|REP|1992|AL|H|C|C00266122|36854|VALLEY|AL
H0AL05049|CRAMER, ROBERT E (BUD) JR|DEM|1992|AL|H|I|C00239038|35801|HUNTSVILLE|AL
H0AL05056|FROST, JAMES EDDIE|DEM|1990|AL|H|C|C00239541|35631|FLORENCE|AL
H0AL05064|GREER, BAYLESS LYNN|DEM|1990|AL|H|C|C00240242||ROGERSVILLE|AL
H0AL05098|PRATT, EVELYN|DEM|1990|AL|H|C|C00241778|35801|HUNTSVILLE|AL
H0AL05106|MCDONALD, ALBERT CLYDE|REP|1990|AL|H|C|C00242453|35806|HUNTSVILLE|AL
H0AL05148|SPEARS, WILLIAM EARL|DEM|1990|AL|H|C|C00244665|35630|FLORENCE|AL
H0AL07052|BARKER, MICHAEL DEAN|REP|1990|AL|H|C|C00243741|35242|BIRMINGHAM|AL
H0AR01018|GIBSON, MICHAEL LEE|DEM|1990|AR|H|C|C00237446|72370|OSCEOLA|AR
H0AR01026|HAYES, TERRY OWEN|REP|1992|AR|H|C|C00245092|72543|HEBER SPRINGS|AR
H0AR02065|"KEET, JAMES HOLLAND III ""JIM KEET"""|REP|1990|AR|H|C|C00243089|72221|LITTLE ROCK|AR
H0AR03014|IVY, DANNY CHRIS|DEM|1992|AR|H|O|C00246645|72702|FAYETTEVILLE|AR
H0AR04020|ROOD, ROY ELMER|REP|1990|AR|H|C|C00245142|71730|EL DORADO|AR
H0AS00018|FALEOMAVAEGA, ENI F H|DEM|1992|AS|H|C|C00231092|96799|PAGO PAGO|AS
H0AS00034|MULITAUAOPELE, I|DEM|1980|AS|H|C|C00138008|96799|PAGO PAGO|ZZ
H0AS00042|TAGO, ACE A|IND|1990|AS|H|C|C00247205|96799|PAGO PAGO|AS
H0AS00067|LUTU, AFOA MOEGA|IND|1990|AS|H|C|C00248856|96799|PAGO PAGO|AS
H0AZ01150|WRZESINSKI, JOHN T|REP|1990|AZ|H|C|C00241760|85203|MESA|AZ
H0AZ01168|CLARK, SHELDON|REP|1990|AZ|H|C|C00244806|85202|MESA|AZ
H0AZ01176|PILE, JOHN MARTIN|DEM|1990|AZ|H|C|C00247031|85210|MESA|AZ
H0AZ02117|RODRIGUEZ, ALBERT F|REP|1992|AZ|H|O|C00252130|85719|TUCSON|AZ
H0AZ03016|CROFT, BOB|REP|1980|AZ|H|C|C00137133|86017|MUNDS PARK|AZ
H0AZ03222|HARTSTONE, ROGER DAVID|DEM|1992|AZ|H|C|C00245373|86001|FLAGSTAFF|AZ
H0AZ04451|IVEY, MARK JR|DEM|1990|AZ|H|C|C00244558|85541|PAYSON|AZ
H0CA00017|BARBIERI, JOHN MICHAEL|REP|1992|CA|H|O|C00247064|90731|SAN PEDRO|CA
H0CA01064|RIGGS, FRANK DUNCAN|REP|1992|CA|H|I|C00237834|95492|WINDSOR|CA
H0CA01072|STOEN, TIMOTHY OLIVER|REP|1990|CA|H|C|C00243105|95482|UKIAH|CA
H0CA01080|COMINGORE, DARLENE G|PAF|1990|CA|H|C|C00249128|95472|SEBASTOPOL|CA
H0CA04043|KOZIOL, THOMAS L|REP|1990|CA|H|C|C00240184|95688|VACAVILLE|CA
H0CA04050|BAUGHMAN, MARK|REP|1990|CA|H|C|C00241984|95662|ORANGEVALE|CA
H0CA04068|WARNER, STANLEY WESLEY (STAN)|DEM|1990|CA|H|C|C00245217||ROSEVILLE|CA
H0CA05032|NICHOLS, ALAN H|REP|1990|CA|H|C|C00242511|94133|S F|CA
H0CA06055|BOERUM, BILL|REP|1990|CA|H|C|C00244103|94904|GREENBRAE|CA
H0CA07020|ST CLAIR, GILES|REP|1982|CA|H|C|C00153809|94526|DANVILLE|CA
H0CA09018|KENNEDY, BILL|REP|1982|CA|H|C|C00127803|94566|PLEASANTON|CA
H0CA09034|ROMERO, VICTOR ARNOLD|REP|1990|CA|H|C|C00240523|94566|PLEASANTON|CA
H0CA10040|PATROSSO, MARK STEVEN|REP|1990|CA|H|C|C00243493|95014|CUPERTINO|CA
H0CA11022|LANTOS, THOMAS P|DEM|1992|CA|H|I|C00112250|94402|SAN MATEO|CA
H0CA11162|MAKAR, BRUCE BERNARD|REP|1979|CA|H|C|C00107151|94402|SAN MATEO|CA
H0CA11170|COREY, GEORGE RAYMOND|DEM|1979|CA|H|C|C00107243|94030|MILLBRAE|CA
H0CA12046|PALMER, ROBERT|DEM|1992|CA|H|O|C00247643|94024|LOS ALTOS|CA
H0CA13036|SMITH, DAVID ELLIOTT|REP|1990|CA|H|C|C00242677|95121|SAN JOSE|CA
H0CA14018|CERNEY, ANNE|DEM|1980|CA|H|C|C00119214|95240|LODI|CA
H0CA14042|DOOLITTLE, JOHN T|REP|1992|CA|H|I|C00242768|20515|WASHINGTON|DC
H0CA15015|SCHWARTZ, RONALD|REP|1980|CA|H|C|C00111294|93728|FRESNO|CA
H0CA15031|CONDIT, GARY|DEM|1992|CA|H|I|C00247544|95307|CERES|CA
H0CA15056|WHITESIDE, CAROL LOUISE GORDON|REP|1990|CA|H|C|C00237172|95354|MODESTO|CA
H0CA16047|REISS, JERRY M|REP|1990|CA|H|C|C00245126|93401|SAN LUIS OBISPO|CA
H0CA17045|DOOLEY, CALVIN|DEM|1992|CA|H|I|C00236711|93277|VISALIA|CA
H0CA17052|NAHIGIAN, ARCHIE H JR|DEM|1990|CA|H|C|C00238758|93657|SANGER|CA
H0CA18027|"TIMMERMANS, MARY ""PAT"""|DEM|1980|CA|H|C|C00123802|93306|BAKERSFIELD|CA
H0CA19033|FERGUSON, ANITA PEREZ|DEM|1992|CA|H|C|C00243832|93002|VENTURA|CA
H0CA19041|MCCONNELL, MICHAEL WILLIAM|DEM|1990|CA|H|C|C00244376|93002|VENTURA|CA
H0CA19074|LORENZ, MELINDA A|UNK|1992|CA|H|C|C00272526|93108|SANTA BARBARA|CA
H0CA20031|THOMAS, MICHAEL ALAN|DEM|1990|CA|H|C|C00237610|93444|NIPOMO|CA
H0CA20049|GREGORY, RODNEY EVERETT|REP|1990|CA|H|C|C00245159|91350|SANTA CLARITA|CA
H0CA20056|DILBECK, W. H.|LIB|1992|CA|H|C||93422|ATASCADERO|CA
H0CA21054|FREIMAN, RICHARD DAVID|DEM|1990|CA|H|C|C00244491|91301|AGOURA|CA
H0CA21062|CHRISTENSEN, PEGGY|LIB|1992|CA|H|O||91344|GRANADA HILLS|CA
H0CA22037|BAYER, DAVID|DEM|1990|CA|H|C|C00243337|91501|BURBANK|CA
H0CA24066|PHAIR, MAGGIE|PAF|1992|CA|H|C||90026|LOS ANGELES|CA
H0CA26038|FORSCH, GARY E|REP|1992|CA|H|C|C00242081|91352|SUN VALLEY|CA
H0CA26046|DAHLSON, ROY|REP|1990|CA|H|C|C00242420|91412|VAN NUYS|CA
H0CA26053|GAULKE, SCOTT M|DEM|1992|CA|H|C||91604|STUDIO CITY|CA
H0CA26061|ZIMRING, BERNARD|LIB|1992|CA|H|C||91405|VAN NUYS|CA
H0CA27010|DUBIN, GARY VICTOR|DEM|1980|CA|H|C|C00117382|90291|MARINA DEL REY|CA
H0CA27044|MICHAEL, ELIZABETH|REP|1990|CA|H|C|C00240382|90046|LOS ANGELES|CA
H0CA27051|COHEN, DAVID BARRETT|REP|1992|CA|H|C|C00242313|90278|REDONDO BEACH|CA
H0CA27069|YEAGER, HANS|REP|1990|CA|H|C|C00243154|90293|PLAYA DEL REY|CA
H0CA28042|DECKER, MARK ALLEN|REP|1990|CA|H|C|C00243097|90007|LOS ANGELES|CA
H0CA28059|WEBER, BOB|LIB|1992|CA|H|C||90025|LOS ANGELES|CA
H0CA28067|WILLIAMS, WILLIAM R|PAF|1992|CA|H|C||90006|LOS ANGELES|CA
H0CA31020|DYMALLY, MERVYN M|DEM|1992|CA|H|I|C00120436|90220|COMPTON|CA
H0CA31053|GRIGSBY, LAWRENCE ALLEN|DEM|1992|CA|H|O|C00243212|90305|INGLEWOOD|CA
H0CA32044|BAKKE, JERRY|REP|1992|CA|H|O|C00261883|90744|WILMINGTON|CA
H0CA33018|ANDERSON, FRED LODEWYK|AIP|1988|CA|H|C|C00227595|91732|ELMONTE|CA
H0CA33042|HAMUD, GARRY MARTINO|DEM|1992|CA|H|O|C00245100|90604|WHITTIER|CA
H0CA33059|WEBB, GEORGIA HOUSTON|DEM|1990|CA|H|C|C00244673|91711|CLAREMONT|CA
H0CA34073|EASTMAN, JOHN CHARLES|REP|1990|CA|H|C|C00242693|91791|WEST COVINA|CA
H0CA35062|NOONAN, MIKE|PAF|1992|CA|H|O|C00233841|91711|CLAREMONT|CA
H0CA35070|BLANKENSHIP, MARK IRVIN|REP|1990|CA|H|C|C00243840|92373|REDLANDS|CA
H0CA36052|STARK, JOHN PAUL|REP|1988|CA|H|C|C00173021|92405|SAN BERNARDINO|CA
H0CA36086|HAMMOCK, ROBERT L|REP|1992|CA|H|C|C00251371|92404|SAN BERNARDINO|CA
H0CA37019|RUSK, DONALD M|DEM|1992|CA|H|C|C00274761|92373|REDLANDS|CA
H0CA37050|BLASKOVICH, DONALD W MR|IND|1990|CA|H|C|C00238154|92330|LAKE ELSINORE|CA
H0CA37068|WAITE, RALPH H|DEM|1990|CA|H|C|C00242826|92270|RANCHO MIRAGE|CA
H0CA37084|MATHEWSON, BUD|REP|1992|CA|H|C||92228|BANNING|CA
H0CA37092|ODOM, GARY ROBERT|IND|1992|CA|H|O|C00276717|92506|RIVERSIDE|CA
H0CA38017|JACOBSON, ART|REP|1984|CA|H|C|C00114538|90720|LOS ALAMITOS|CA
H0CA39049|"HOFFMAN, FRANCIS X ""FRANK"""|DEM|1990|CA|H|C|C00246025|92806|ANAHEIM|CA
H0CA40013|DOW, MICHAEL F|DEM|1980|CA|H|C|C00138230|92662|BALBOA ISLAND|CA
H0CA40070|GRATZ, EUGENE C|DEM|1990|CA|H|C|C00245647|92651|LAGUNA BEACH|CA
H0CA41011|BATES, JIM|DEM|1992|CA|H|O|C00259929|92195|SAN DIEGO|CA
H0CA41029|WILSON, BOB|DEM|1980|CA|H|C|C00120592|92041|LA MESA|CA
H0CA41045|MCKINNON, DAN|REP|1980|CA|H|C|C00121749|92109|SAN DIEGO|CA
H0CA41078|LOWERY, WILLIAM D|REP|1992|CA|H|I|C00121038|92124|SAN DIEGO|CA
H0CA42043|CAVUOTO, JAMES|DEM|1990|CA|H|C|C00244681|90503|TORRANCE|CA
H0CA42050|STEVENS, BRYAN W|DEM|1992|CA|H|O|C00270157|90274|ROLLING HILLS EST|CA
H0CA44015|LANTRY, JAMES J|REP|1990|CA|H|C|C00236265|92101|SAN DIEGO|CA
H0CA44023|GHOUGASSIAN, JOSEPH A|REP|1990|CA|H|C|C00241679|92010|CHULA VISTA|CA
H0CA44031|GEORGIOU, BYRON STEPHEN|DEM|1992|CA|H|O|C00252486|92101|SAN DIEGO|CA
H0CA44049|EPIFANO, ERIC|REP|1992|CA|H|C|C00268466|92040|LAKESIDE|CA
H0CA44064|WALLNER, JOHN|LIB|1992|CA|H|O|C00277780|92039|LA JOLLA|CA
H0CA44072|WHITE, DONNA|PAF|1992|CA|H|C||92104|SAN DIEGO|CA
H0CA45012|"CUNNINGHAM, RANDY ""DUKE"""|REP|1992|CA|H|I|C00242446|92027|ESCONDIDO|CA
H0CA45020|SHEA, JOE|LIB|1992|CA|H|C||92065|RAMONA|CA
H0CO01037|ROEMER, GLORIA GONZALES|REP|1990|CO|H|C|C00241430|80209|DENVER|CO
H0CO02019|MCELDERRY, JOHN R|REP|1980|CO|H|C|C00111575|80215|LAKEWOOD|CO
H0CO02027|LOYE, BENJAMIN R|REP|1980|CO|H|C|C00114934|80033|WHEAT RIDGE|CO
H0CO02068|LEWIS, JASON M|REP|1990|CO|H|C|C00239418|80303|BOULDER|CO
H0CO03033|ELLIS, ROBERT THOMAS (BOB)|REP|1990|CO|H|C|C00241935|81402|MONTROSE|CO
H0CO03041|FIELDS, HOWARD E|POP|1990|CO|H|C|C00248492|81425|OLATHLE|CO
H0CO04023|BACA, POLLY|DEM|1986|CO|H|C|C00199513|80221|THORNTON|CO
H0CO04049|ALLARD, A WAYNE|REP|1992|CO|H|I|C00236810|80537|LOVELAND|CO
H0CO04056|BOND, RICHARD RANDOLPH|DEM|1990|CO|H|C|C00238162|80631|GREELEY|CO
H0CO04064|BRANDON, JIM|REP|1990|CO|H|C|C00239236|80720|AKRON|CO
H0CO05012|SCHREIBER, ED|DEM|1980|CO|H|C|C00118604|80111|ENGLEWOOD|CO
H0CO05046|JOHNSTON, CAL|DEM|1990|CO|H|C|C00246215|80127|LITTLETON|CO
H0CO05053|HAMBURGER, KEITH|LIB|1992|CO|H|C|C00260646|80905|COLORADO SPRINGS|CO
H0CO06028|JARRETT, DON|DEM|1990|CO|H|C|C00246116|80033|WHEAT RIDGE|CO
H0CT01027|RAPOPORT, MILES SCOTT|DEM|1990|CT|H|C|C00239566|06107|WEST HARTFORD|CT
H0CT01035|GARVEY, JAMES PATRICK|REP|1990|CT|H|C|C00243303|06095|WINDSOR|CT
H0CT02017|GEJDENSON, SAM|DEM|1992|CT|H|I|C00111633|06334|BOZRAH|CT
H0CT02033|DEMPSEY, JOHN N JR|DEM|1980|CT|H|C|C00115683|06360|NORWICH|CT
H0CT02058|GUGLIELMO, DONATO ANTONIO|REP|1982|CT|H|C|C00119115|06076|STAFFORD SPRINGS|CT
H0CT02108|RAGSDALE, JOHN MILTON|REP|1990|CT|H|C|C00245340|06355|MYSTIC|CT
H0CT02116|CUTLER, WILLIAM B|REP|1992|CT|H|C|C00246546|06378|STONINGTON|CT
H0CT03031|POVINELLI, HENRY A|REP|1980|CT|H|C|C00127118|06460|MILFORD|CT
H0CT03056|DENARDIS, LAWRENCE J|REP|1984|CT|H|C|C00128199|06518|HAMDEN|CT
H0CT03072|DELAURO, ROSA L|DEM|1992|CT|H|I|C00238865|06511|NEW HAVEN|CT
H0CT04039|PHILLIPS, JOHN ARISTOTLE|DEM|1982|CT|H|C|C00126615|06853|ROWAYTON|CT
H0CT04062|IMRE, JOHN PETER|DEM|1992|CT|H|C||06605|BRIDGEPORT|CT
H0CT04070|SMITH, ALFRED J JR|IND|1992|CT|H|C|C00247288|06820|DARIEN|CT
H0CT05044|SARASIN, WARREN G|REP|1990|CT|H|C|C00240499|06403|BEACON FALLS|CT
H0CT05051|WATSON, STEVEN CRAIG|REP|1990|CT|H|C|C00241216|06813|DANBURY|CT
H0CT05069|MCLAUGHLIN, JAMES H|REP|1990|CT|H|C|C00241547|06804|BROOKFIELD|CT
H0CT05077|PACOWTA, MICHAEL E|DEM|1990|CT|H|C|C00242644|06484|SHELTON|CT
H0CT05085|FRANKS, GARY A|REP|1992|CT|H|I|C00253237|06723|WATERBURY|CT
H0CT05093|HARE, WILLIAM GEORGE|LIB|1990|CT|H|C|C00247296|06812|NEW FAIRFIELD|CT
H0CT06034|SCHAUS, NICHOLAS|REP|1982|CT|H|C|C00153551|06032|FARMINGTON|CT
H0CT06059|MARIETTA, LOUIS J|IND|1992|CT|H|C||06053|NEW BRITAIN|CT
H0CT06067|KULAS,PAUL A|DEM|1990|CT|H|C|C00247700||SUFFIELD|CT
H0DC00033|SINGLETON, HARRY MICHAEL|REP|1990|DC|H|C|C00241570|20012|WASHINGTON|DC
H0DC00041|KANE, BETTY ANN|DEM|1990|DC|H|C|C00242909|20002|WASHINGTON|DC
H0DC00058|NORTON, ELEANOR HOLMES|DEM|1992|DC|H|I|C00244335|20003|WASHINGTON|DC
H0DC00074|TEMPLE, DONALD MELVIN|DEM|1990|DC|H|C|C00244244|20012|WASHINGTON|DC
H0DC00090|MILLER, ROFFLE MAYES JR|REP|1990|DC|H|C|C00245993|20005|WASHINGTON|DC
H0DC00116|YELDELL, JOSEPH PHILLIP|DEM|1990|DC|H|C|C00245803|20012|WASHINGTON|DC
H0DC00132|CURE, GEORGE X|IND|1990|DC|H|C|C00247486|20001|WASHINGTON|DC
H0DE00035|WILLIAMS, RALPH O|REP|1990|DE|H|C|C00246900|19711|NEWARK|DE
H0DE00043|RAPPA, DANIEL DOMINICK|DEM|1990|DE|H|C|C00247247|19808|WILMINGTON|DE
H0FL01013|KETCHEL, TERRY|REP|1992|FL|H|C|C00244053|32579|SHALIMAR|FL
H0FL02029|BOYD, BOB|DEM|1990|FL|H|C|C00238840|32301|TALLAHASSEE|FL
H0FL02037|ASHMORE, ROB ROY JR|DEM|1990|FL|H|C|C00239053|32312|TALLAHASSEE|FL
H0FL02045|"PETERSON, DOUGLAS ""PETE"""|DEM|1992|FL|H|I|C00239558|32446|MARIANNA|FL
H0FL03027|SULLIVAN, ROD|REP|1990|FL|H|C|C00240515|32207|JACKSONVILLE|FL
H0FL04025|GRAY, ROBERT WILLIAM JR|DEM|1990|FL|H|C|C00247387|32233|ATLANTIC BEACH|FL
H0FL05014|MCCOLLUM, BILL|REP|1992|FL|H|I|C00166041|32779|LONGWOOD|FL
H0FL05022|FISCHER, OLIN RICHARD JR|DEM|1980|FL|H|C|C00109959|32734|GOTHA|FL
H0FL06012|WOLLIN, JOAN L|DEM|1990|FL|H|C|C00244731|32778|TAVERES|FL
H0FL06020|JOHNSON, ART|DEM|1990|FL|H|C|C00245704|32606|GAINESVILLE|FL
H0FL09024|KNAPP, CHERYL DAVIS|DEM|1992|FL|H|C|C00242388|34695|SAFETY HARBOR|FL
H0FL11038|BACCHUS, JIM|DEM|1992|FL|H|I|C00253633|32812|BELLE ISLE|FL
H0FL11046|PEARLMAN, MEL|REP|1990|FL|H|C|C00236091|32793|WINTER PARK|FL
H0FL11053|OLIVER, LEWIS M III (LEW OLIVER)|REP|1992|FL|H|C|C00270173|32811|ORLANDO|FL
H0FL11087|VOGT, JOHN W|REP|1990|FL|H|C|C00244145|32952|MERRITT ISLAND|FL
H0FL11095|WHARTON, BONNIE|REP|1990|FL|H|C|C00245670|32811|ORLANDO|FL
H0FL12010|SHAW, EUGENE CLAY JR|REP|1992|FL|H|I|C00117119|20515|WASHINGTON|DC
H0FL12036|BOYLES, KEVAN|REP|1990|FL|H|C|C00238188|33480|PALM BEACH|FL
H0FL13059|KING, JAMES H|IND|1992|FL|H|C|C00249870|33963|NAPLES|FL
H0FL14032|SHORE, HOWARD SCOTT|REP|1990|FL|H|C|C00238998|33433|BOCA RATON|FL
H0FL17019|RODNEY, EARL|REP|1992|FL|H|O|C00235317|33180|MIAMI|FL
H0FL18017|EVANS, CHARLES RAY|UNK|1990|FL|H|C|C00241059|20013|WASHINGTON|DC
H0FL18025|ROS-LEHTINEN, ILEANA|REP|1992|FL|H|I|C00251660|33152|MIAMI|FL
H0FL18041|ANSCHER, BERNARD|IND|1992|FL|H|C|C00272047|33161|N MIAMI|FL
H0FL18074|KENNEDY, ROSARIO|DEM|1989|FL|H|C|C00237107|33133|MIAMI|FL
H0FL18090|PEPPER, JO ANN|DEM|1990|FL|H|C|C00237016|33026|COOPER CITY|FL
H0FL18108|RICHMAN, GERALD F|DEM|1990|FL|H|C|C00237362|33139|MIAMI BEACH|FL
H0FL18116|WRIGHT, SONNY|DEM|1990|FL|H|C|C00237230|33127|MIAMI|FL
H0FL18132|PEREZ, CARLOS|REP|1990|FL|H|C|C00237248|33145|MIAMI|FL
H0FL18140|STEMBRIDGE, JOHN MADISON|REP|1990|FL|H|C|C00237412|33161|NORTH MIAMI|FL
H0FL19015|ALLEN, BOB|REP|1990|FL|H|C|C00238899|33116|MIAMI|FL
H0GA02035|HATCHER, CHARLES FLOYD|DEM|1992|GA|H|I|C00117556|31770|NEWTON|GA
H0GA02076|HOLLAND, WILEY JULIAN|DEM|1988|GA|H|C|C00223511|31792|THOMASVILLE|GA
H0GA03017|BROUN, PAUL COLLINS|REP|1992|GA|H|C|C00259754|31709|AMERICUS|GA
H0GA04015|BILLINGTON, BARRY EARL|REP|1980|GA|H|C|C00113290|30030|DECATUR|GA
H0GA04023|LINDER, JOHN|REP|1992|GA|H|O|C00255976|30338|ATLANTA|GA
H0GA06028|MARIETTA, ROGER B|DEM|1990|GA|H|C|C00239210|30214|FAYETTEVILLE|GA
H0GA06036|FORREST, JOE EARL JR|DEM|1990|GA|H|C|C00239467|30337|COLLEGE PARK|GA
H0GA07059|BEVERLY, ALFRED WILEY|REP|1992|GA|H|C|C00239350|30080|SMYRNA|GA
H0GA08016|CARTER, JAMES DARWIN|REP|1980|GA|H|C|C00130328|31510|ALMA|GA
H0GA08024|CUNNINGHAM, ROBERT F (BOB)|REP|1992|GA|H|C|C00271825|31208|MACON|GA
H0GA10202|JONES, SAMUEL RAY JR|REP|1990|GA|H|C|C00242735|30809|EVANS|GA
H0GA10210|STARLING, SCOTT ALLEN|DEM|1990|GA|H|C|C00244921|30606|ATHENS|GA
H0HI01041|JOHNSON, ROCKNE HART|LIB|1992|HI|H|C||96817|HONOLULU|HI
H0HI01058|MATSUNAGA, MATTHEW M|DEM|1990|HI|H|C|C00245878|96734|KAILUA|HI
H0HI01066|MIZUGUCHI, NORMAN KEIJI|DEM|1990|HI|H|C|C00246249|96701|AIEA|HI
H0HI01074|LIU, MICHAEL MINORU FAWN|REP|1990|HI|H|C|C00246637|96817|HONOLULU|HI
H0HI01082|HUTCHINSON, FRANKLIN G JR|REP|1990|HI|H|C|C00247817|96826|HONOLULU|HI
H0HI01090|SABEY, JOHN L (JOHNNY BOY)|REP|1990|HI|H|C|C00248369|96821|HON|HI
H0HI02023|MONSEF, STANLEY|REP|1990|HI|H|C|C00244640|96743|KAMUELA|HI
H0HI02031|POEPOE, ANDREW K|REP|1990|HI|H|C|C00244962|96734|KAILUA|HI
H0HI02049|CROZIER, MICHAEL L|DEM|1990|HI|H|C|C00246942|96707|MAKAKILO|HI
H0HI02056|MENOR, RON|DEM|1990|HI|H|C|C00246967|96789|MILILANI|HI
H0HI02064|PILLOS, JOSE S|REP|1992|HI|H|C||96792|HONOLULU|HI
H0IA02016|SOVERN, STEVE|DEM|1990|IA|H|C|C00237743|52302|MARION|IA
H0IA02040|NUSSLE, JAMES ALLEN|REP|1992|IA|H|I|C00238378|52057|MANCHESTER|IA
H0IA02065|ERTL, JOSEPH L|REP|1990|IA|H|C|C00240135|52040|DYERSVILLE|IA
H0IA02073|ZONNEVELD, JAN J|DEM|1992|IA|H|C||52401|CEDAR RAPIDS|IA
H0IA05019|HULTMAN, CALVIN OSCAR|REP|1980|IA|H|C|C00111138|50319|DES MOINES|IA
H0IA05027|POWELL, RODNEY H|DEM|1992|IA|H|C|C00238634|50211|NORWALK|IA
H0ID00024|MCDEVITT, SEAN DANIEL|REP|1990|ID|H|C|C00241257|83204|POCATELLO|ID
H0ID01030|CRAIG, LARRY E|REP|1990|ID|H|C|C00115667|22309|ALEXANDRIA|VA
H0ID01071|"SMYSER, CHARLES A ""SKIP"""|REP|1990|ID|H|C|C00242073|83660|PARMA|ID
H0ID01097|RUSH, DICK|DEM|1990|ID|H|C|C00241992|83711|BOISE|ID
H0ID01113|CAUSSEY, CHARLES|DEM|1990|ID|H|C|C00245894||SPOKANE|WA
H0ID02020|HAWKLEY, DANIEL LELAND|REP|1990|ID|H|C|C00243345|83704|BOISE|ID
H0ID02038|RYDALCH, ANN|REP|1990|ID|H|C|C00245027|83404|IDAHO FALLS|ID
H0IL01061|PEYTON, BABETTE|REP|1990|IL|H|C|C00243964|60649|CHICAGO|IL
H0IL01079|MARCHMAN, GILBERT S|DEM|1990|IL|H|C|C00241042|60619|CHICAGO|IL
H0IL02010|SAVAGE, GUS|DEM|1992|IL|H|I|C00172437|60649|CHICAGO|IL
H0IL02077|BROOKINS, HOWARD B|DEM|1990|IL|H|C|C00240044|60620|CHICAGO|IL
H0IL02085|WELCH, SIDNEY|REP|1990|IL|H|C|C00242974|60620|CHICAGO|IL
H0IL03034|DEL DEBBIO, PAUL J|DEM|1992|IL|H|C||60453|OAK LAWN|IL
H0IL04032|HOFFMAN, MANNY|REP|1990|IL|H|C|C00239624|60430|HOMEWOOD|IL
H0IL05047|SHESTOKAS, DAVID J|REP|1990|IL|H|C|C00241612|60525|LA GRANGE|IL
H0IL05054|BARTOS, RONALD (RON)|UNK|1992|IL|H|O|C00248906|60609|CHICAGO|IL
H0IL06029|CASSIDY, TERENCE P|DEM|1990|IL|H|C|C00247072|60018|DES PLAINES|IL
H0IL07035|DOOLEY, ROBERT MICHAEL|REP|1990|IL|H|C|C00240325|60304|OAK PARK|IL
H0IL09015|ANDRICA, JOHN DEAN|REP|1980|IL|H|C|C00115741|60657|CHICAGO|IL
H0IL09023|EISENDRATH, EDWIN W III|DEM|1990|IL|H|C|C00239764|60614|CHICAGO|IL
H0IL09049|CHIAKULAS, JAMES (NEWPORT)|DEM|1990|IL|H|C|C00240887|60626|CHICAGO|IL
H0IL11029|DUDYCZ, WALTER W|REP|1990|IL|H|C|C00241364|60634|CHICAGO|IL
H0IL12050|LAYNE, DONALD EUGENE|REP|1992|IL|H|C|C00249755|60107|STREAMWOOD|IL
H0IL16085|MANZULLO, DONALD A|REP|1992|IL|H|C|C00252973|61061|OREGON|IL
H0IL16093|HALLOCK, JOHN W JR|REP|1990|IL|H|C|C00238766|61111|ROCKFORD|IL
H0IL16101|COX, JOHN W JR|DEM|1992|IL|H|I|C00240234|61036|GALENA|IL
H0IL16119|DIXON, JAMES E|DEM|1990|IL|H|C|C00240424|61021|DIXON|IL
H0IL17018|MURER, MICHAEL A|DEM|1982|IL|H|C|C00158188|60431|JOLIET|IL
H0IL19022|HARVEY, LANE|REP|1990|IL|H|C|C00237875|62837|FAIRFIELD|IL
H0IL21010|SEVERNS, PENNY LEE|DEM|1980|IL|H|C|C00115402|62526|DECATUR|IL
H0IL24022|BARRETT, JAMES H|CST|1980|IL|H|C|C00121970|62891|VALIER|IL
H0IN03024|HILER, JOHN PATRICK|REP|1990|IN|H|C|C00122002|46350|LA PORTE|IN
H0IN03065|ROEMER, TIMOTHY JOHN|DEM|1992|IN|H|I|C00237479|46637|SOUTH BEND|IN
H0IN03081|MIKULAK, CHRISTOPHER ALAN|DEM|1990|IN|H|C|C00243535|46635|SOUTH BEND|IN
H0IN04030|HELMKE, PAUL|REP|1980|IN|H|C|C00113860|46807|FORT WAYNE|IN
H0IN04071|CALDEMONE, JOHN A|REP|1992|IN|H|C||46835|FORT WAYNE|IN
H0IN04097|STEPHAN, DAN|REP|1990|IN|H|C|C00238139|46750|HUNTINGTON|IN
H0IN04105|TROYER, PHILLIP JAMES|REP|1992|IN|H|C|C00263962|46565|SHIPSHEWANA|IN
H0IN04121|HAWKS, RICK|REP|1990|IN|H|C|C00242628|46815|FORT WAYNE|IN
