CMTE_ID|CMTE_NAME|CMTE_DESIGN|CMTE_TYPE|CMTE_PTY_AFFILIATION|CAND_ID|CONNECTED_ORG_TYPE|CONNECTED_ORG_NAME|CMTE_ZIP|CMTE_CITY|CMTE_STATE
C00002261|FEDERATION OF AMERICAN HOSPITALS PAC|B|Q|UNK||T|FEDERATION OF AMERICAN HOSPITALS|20001|WASHINGTON|DC
C00002469|MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS|B|Q|NNE||L|INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS|20772|UPPER MARLBORO|MD
C00002592|COMMITTEE TO REELECT TOM FOLEY|P|H|DEM|H6WA05023|||20003|WASHINGTON|DC
C00002766|UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB|B|Q|UNK||L|UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION|20006|WASHINGTON|DC
C00002790|OLIN CORPORATION GOOD GOVERNMENT FUND|U|Q|UNK||C||63105|CLAYTON|MO
C00002832|COMMITTEE FOR GOOD GOVERNMENT INTERNATIONAL UNION UAW|B|Q|||L|INTERNATIONAL UNION, UAW|48214|DETROIT|MI
C00002840|UAW - V - CAP (UAW VOLUNTARY COMMUNITY ACTION PROGRAM)|B|Q|UNK||L|INT'L UNION UNITED AUTOMOBILE AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA UAW|48214|DETROIT|MI
C00002881|TRUCKING POLITICAL ACTION COMMITTEE OF THE AMERICAN TRUCKING ASSOCIATIONS INC.|B|Q|UNK||T|AMERICAN TRUCKING ASSOCIATIONS INC.|20003|WASHINGTON|DC
C00002907|ARKANSAS MEDICAL SOCIETY POLITICAL ACTION COMMITTEE|U|Q|UNK||T||72215|LITTLE ROCK|AR
C00002972|THE NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION ACTION COMMITTEE FOR RURAL ELECTRIFICATION (ACRE)|B|Q|||T|VALLEY ELECTRIC ASSOCIATION INC., PAC|22203|ARLINGTON|VA
C00003061|NORTH DAKOTA MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|UNK||M||58503|BISMARCK|ND
C00003111|MAINE REPUBLICAN PARTY|U|Y|REP|||MAINE 2018 VICTORY COMMITTEE|04330|AUGUSTA|ME
C00003152|NORTH CAROLINA MEDICAL SOCIETY FEDERAL POLITICAL EDUCATION AND ACTION COMMITTEE|U|Q|||M|NORTH CAROLINA MEDICAL SOCIETY|27611|RALEIGH|NC
C00003160|NORTH AMERICA'S BUILDING TRADES UNIONS POLITICAL EDUCATIONAL FUND|U|Q|UNK||L||20006|WASHINGTON|DC
C00003194|CALIFORNIA MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE - FEDERAL|U|Q|UNK||M|AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE|95814|SACRAMENTO|CA
C00003210|UTAH MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|AMERICAN MEDICAL POLITICAL ACTION COMMITTEE|84107|SALT LAKE CITY,|UT
C00003251|NEA FUND FOR CHILDREN AND PUBLIC EDUCATION|B|Q|UNK||L||20036|WASHINGTON|DC
C00003327|OHIO STATE MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE (OSMAPAC)|U|Q|||T||43017|DUBLIN|OH
C00003418|REPUBLICAN NATIONAL COMMITTEE|U|Y|REP|||HANDEL VICTORY COMMITTEE|20003|WASHINGTON|DC
C00003558|NATIONAL COMMITTEE FOR AN EFFECTIVE CONGRESS|U|Q|NNE||M||20003|WASHINGTON|DC
C00003590|UNITED STEELWORKERS POLITICAL ACTION FUND|B|Q|NNE||L|USW WORKS|15222|PITTSBURGH|PA
C00003632|INT'L UNION OF BRICKLAYERS AND ALLIED CRAFTWORKERS PAC|B|Q|UNK||L|INT'L UNION OF BRICKLAYERS AND ALLIED CRAFTWORKERS|20004|WASHINGTON|DC
C00003764|NATIONAL RESTAURANT ASSOCIATION PAC (RESTAURANT PAC)|B|Q|UNK||M|NATIONAL RESTAURANT ASSOCIATION|20036|WASHINGTON|DC
C00003806|AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE|B|Q|UNK||L|AFL-CIO|20006|WASHINGTON|DC
C00003855|NATIONAL CONFECTIONERS ASSOCIATION OF THE UNITED STATES, INC. POLITICAL ACTION COMMITTEE (CANDY PAC)|B|Q|||T|NATIONAL CONFECTIONERS ASSOCIATION|20007|WASHINGTON|DC
C00003863|DISTRICT NO. 1-PCD, MARINE ENGINEERS' BENEFICIAL ASSOCIATION - RETIREES' GROUP FUND (MEBA-|B|Q|UNK||L||20001|WASHINGTON|DC
C00003897|6TH CONGRESSIONAL DISTRICT DEMOCRATIC COMMITTEE OF VIRGINIA|U|Y|DEM||||24450|LEXINGTON|VA
C00003970|IOWA MEDICAL SOCIETY POLITICAL ACTION COMMITTEE|U|Q|||M|IOWA MEDICAL SOCIETY|50309|DES MOINES|IA
C00003988|NEBRASKA DEMOCRATIC PARTY|U|Y|DEM||||68508|LINCOLN|NE
C00004036|SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)|B|Q|||L|SERVICE EMPLOYEES INTERNATIONAL UNION|20036|WASHINGTON|DC
C00004101|NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE|B|Q|UNK||T|NATIONAL UTILITY CONTRACTORS ASSOCIATION|22030|FAIRFAX|VA
C00004275|AMERICAN BANKERS ASSOCIATION PAC (BANKPAC)|B|Q|NNE||T|ARKANSAS BANKERS ASSOCIATION PAC INC.|20036|WASHINGTON|DC
C00004325|SEAFARERS POLITICAL ACTIVITY DONATION - SEAFARERS INTERNATIONAL UNION OF NA-AGLIW|U|Q|||L|SEAFARERS INTERNATIONAL UNION OF NA-AGLIW|20746|CAMP SPRINGS|MD
C00004440|TEAMSTERS LOCAL 745 DRIVE|U|Q|||L|TEAMSTERS LOCAL NO. 745|75217|DALLAS|TX
C00004473|NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION RURAL BROADBAND PAC|B|Q|||T|NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION|22203|ARLINGTON|VA
C00004606|KANSAS REPUBLICAN PARTY|U|Y|REP|||YODER KANSAS VICTORY FUND|66604|TOPEKA|KS
C00004812|MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC)|B|Q|UNK||T|MORTGAGE BANKERS ASSOCIATION|20036|WASHINGTON|DC
C00004861|UNITE HERE TIP CAMPAIGN COMMITTEE|U|Q|||L|UNITE HERE|10001|NEW YORK|NY
C00004879|AMERICAN BUS ASSOCIATION POLITICAL ACTION COMMITTEE|B|Q|UNK||T||20002|WASHINGTON|DC
C00004911|ALABAMA MEDICAL PAC CONNECTED WITH THE MEDICAL ASSOCIATION OF THE STATE OF ALABAMA|U|Q|UNK||M|MEDICAL ASSOCIATION OF THE STATE OF ALABAMA|36101|MONTGOMERY|AL
C00004929|PENNSYLVANIA MEDICAL SOCIETY POLITICAL ACTION COMMITTEE FEDERAL|U|Q|UNK||T|AMERICAN MEDICAL POLITICAL ACTION COMMITTEE|17105|HARRISBURG|PA
C00004952|ELECTRIC COOPERATIVES OF MISSISSIPPI ACTION COMMITTEE FOR RURAL ELECTRIFICATION|U|Q|UNK||C|ELECTRIC COOPERATIVES OF MISSISSIPPI|39158|RIDGELAND|MS
C00004994|PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE (PIAPAC)|B|Q|NNE||T|NATIONAL ASSOCIATION OF PROFESSIONAL INSURANCE AGENTS|22314|ALEXANDRIA|VA
C00005132|SOUTH DAKOTA STATE MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE (SDSMAPAC)|U|Q|UNK||M|SOUTH DAKOTA STATE MEDICAL ASSOCIATION|57105|SIOUX FALLS|SD
C00005157|INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND|B|Q|||L|INTERNATIONAL BROTHERHOOD OF BOILERMAKERS IRON SHIP BUILDERS BLACKSMITH FORGERS & HELPERS|66101|KANSAS CITY|KS
C00005173|STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA|U|Y|DEM|||DOLLARS FOR DEMOCRATS|36101|MONTGOMERY|AL
C00005249|NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM|B|Q|UNK||M||22042|FALLS CHURCH|VA
C00005462|10TH DISTRICT REPUBLICAN CONGRESSIONAL COMMITTEE|U|Y|REP|||REPUBLICAN PARTY OF VIRGINIA INC|20165|POTOMAC FALLS|VA
C00005561|DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA|U|Y|DEM|||DOLLARS FOR DEMOCRATS|32301|TALLAHASSEE|FL
C00005660|AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS POLITICAL ACTION COMMITTEE|B|Q|UNK||M|AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS|60018|ROSEMONT|IL
C00005785|WYOMING REPUBLICAN PARTY, INC.|U|Y|REP|||NONE|82001|CHEYENNE|WY
C00005801|6TH CONGRESSIONAL DISTRICT REPUBLICAN FEDERAL COMMITTEE|U|Y|REP||||24502|LYNCHBURG|VA
C00005926|ILLINOIS REPUBLICAN PARTY|U|Y|REP|||REPUBLICAN NATIONAL COMMITTEE|60664|CHICAGO|IL
C00006080|AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE|B|Q|||T|AMERICAN HEALTH CARE ASSOCIATION|20013|WASHINGTON|DC
C00006486|INDIANA REPUBLICAN STATE COMMITTEE, INC.|U|Y|REP|||TEAM HOLCOMB|46204|INDIANAPOLIS|IN
C00007070|TEXAS INSTRUMENTS INCORPORATED POLITICAL ACTION COMMITTEE (TI PAC)|B|Q|||C|TEXAS INSTRUMENTS INCORPORATED|75374|DALLAS|TX
C00007450|AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE|B|Q|||T|AMERICAN GAS ASSOCIATION|20001|WASHINGTON|DC
C00007542|INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS POLITICAL ACTION LEAGUE|B|Q|||L|INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS|20006|WASHINGTON|DC
C00007658|DEMOCRATIC PARTY OF SOUTH CAROLINA|U|Y|DEM|||DOLLARS FOR DEMOCRATS|29250|COLUMBIA|SC
C00007666|PREBLE COUNTY DEMOCRATIC CENTRAL COMMITTEE|U|X|||||45381|WEST ALEXANDRIA|OH
C00007849|SPEAK UP FOR RURAL ELECTRIFICATION (SURE)|U|Q|||M||40232|LOUISVILLE|KY
C00007880|CULAC THE PAC OF CREDIT UNION NATIONAL ASSOCIATION|B|Q|||T|CREDIT UNION NATIONAL ASSOCIATION|20003|WASHINGTON|DC
C00007898|OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) JB MOSS VOICE OF THE ELECTORATE (VOTE)|U|Q|UNK||L||10011|NEW YORK|NY
C00007922|LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC|B|Q|UNK||L|LABORERS' INTERNATIONAL UNION OF NORTH AMERICA|20006|WASHINGTON|DC
C00007948|WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE|B|Q|||C|WEYERHAEUSER COMPANY|98104|SEATTLE|WA
C00008078|OHIO D.R.I.V.E. (DEMOCRATIC  REPUBLICAN INDEPENDENT VOTER EDUCATION  - TEAMSTERS JOINT COUNCIL  #41)|U|Q|||L|TEAMSTERS JOINT COUNCIL #41|44303|AKRON|OH
C00008086|MONTANA REPUBLICAN STATE CENTRAL COMMITTEE|U|Y|REP|||DAINES MONTANA VICTORY COMMITTEE|59624|HELENA|MT
C00008110|DEMOCRATIC PARTY OF THE SECOND CONGRESSIONAL DISTRICT OF WISCONSIN *|U|Y|DEM||||53701|MADISON|WI
C00008151|FIRST HORIZON NATIONAL CORPORATION FEDERAL PAC|U|Q|||C|FIRST HORIZON NATIONAL CORPORATION|38103|MEMPHIS|TN
C00008169|ACTION COMMITTEE FOR RURAL ELECTRIFICATION/MISSOURI COOPERATIVES (FKA MISSOURI ACRE)|U|Q|||V|ACTION COMMITTEE FOR RURAL ELECTRIFICATION. (ACRE) NATIONAL RURAL ELECTRIC COOPERATIVE|65102|JEFFERSON CITY|MO
C00008227|ARIZONA REPUBLICAN PARTY|U|Y|REP|||WIN IN 2018|85016|PHOENIX|AZ
C00008268|TRANSPORT WORKERS UNION POLITICAL CONTRIBUTIONS COMMITTEE|B|Q|||L|TRANSPORT WORKERS UNION OF AMERICA|20001|WASHINGTON|DC
C00008409|INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL #302 VOLUNTARY POLITICAL FUND|U|Q|UNK||L|INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 302|98011|BOTHELL|WA
C00008474|CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL)|B|Q|||C|CITIGROUP INC.|20004|WASHINGTON|DC
C00008664|MISSOURI REPUBLICAN STATE COMMITTEE-FEDERAL|U|Y|REP|||BLUNT VICTORY COMMITTEE|65101|JEFFERSON CITY|MO
C00008748|SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL|B|Q|NNE||C||92101|SAN DIEGO|CA
C00008755|REPUBLICAN PARTY SIXTH CONGRESSIONAL DISTRICT OF WISCONSIN|U|Y|REP||||54902|OSHKOSH|WI
C00008839|AMERICAN PODIATRIC MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||M|AMERICAN PODIATRIC MEDICAL ASSOCIATION, INC.|20814|BETHESDA|MD
C00008896|"OPEIU LOCAL 153 ""VOTE"" (VOICE OF THE ELECTORATE) COMMITTEE"|U|Q|||L|EMPLOYEES INT'L UNION; OFFICE & PROF.|10011|NEW YORK|NY
C00009282|NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND|B|Q|UNK||C|NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND|20002|WASHINGTON|DC
C00009357|THE RECORDING INDUSTRY ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE|B|Q|||T|THE RECORDING INDUSTRY ASSOCIATION OF AMERICA, INC.|20004|WASHINGTON|DC
C00009423|LAND O'LAKES, INC., PAC|B|Q|||V|LAND O'LAKES, INC.|55164|ST. PAUL|MN
C00009639|SUNTRUST MAIN STREET BANKERS PAC|U|Q|NNE||C|SUNTRUST BANK (CONNECTED), TENNESSEE, MID-ATLANTIC, FL, NC|23224|RICHMOND|VA
C00009704|CONSERVATIVE VICTORY FUND|U|Q|CRV||M||22304|ALEXANDRIA|VA
C00009795|GREATER WASHINGTON BOARD OF TRADE FEDERAL PAC|U|Q|||M||20006|WASHINGTON|DC
C00009845|MONTGOMERY COUNTY DEMOCRATIC CENTRAL COMMITTEE|U|Y|DEM|||DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND|20895|KENSINGTON|MD
C00009936|AMERICAN FEDERATION OF GOVT. EMPL. POLITICAL ACTION COMMITTEE|B|Q|UNK||L|AMERICAN FEDERATION OF GOV'T EMPLOYEES|20001|WASHINGTON|DC
C00009985|NATIONAL ASSOCIATION OF BROADCASTERS POLITICAL ACTION COMMITTEE (NABPAC)|B|Q|UNK||T|NATIONAL ASSOCIATION OF BROADCASTERS|20036|WASHINGTON|DC
C00010033|MONTANA DEMOCRATIC PARTY|U|Y|DEM|||TESTER VICTORY FUND|59624|HELENA|MT
C00010082|NCTA - THE INTERNET AND TELEVISION ASSOCIATION POLITICAL ACTION COMMITTEE (NCTA PAC)|B|Q|||T||20001|WASHINGTON|DC
C00010124|ASSOCIATED EQUIPMENT DISTRIBUTORS POLITICAL ACTION COMMITTEE|B|Q|UNK||T|ASSOCIATED EQUIPMENT DISTRIBUTORS|60173|SCHAUMBURG|IL
C00010322|AMERICAN POSTAL WORKERS UNION COMMITTEE ON POLITICAL ACTION|U|W|||||20005|WASHINGTON|DC
C00010363|CONSERVATIVE LEADERSHIP POLITICAL ACTION COMMITTEE|U|Q|||M||22201|ARLINGTON|VA
C00010421|ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE (ABC PAC)|B|Q|UNK||T|ASSOCIATED BUILDERS & CONTACTORS|20001|WASHINGTON|DC
C00010439|IDAHO STATE DEMOCRATIC PARTY|U|Y|DEM|||DOLLARS FOR DEMOCRATS|83701|BOISE|ID
C00010470|UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT|B|Q|UNK||C|UNION PACIFIC CORPORATION|20005|WASHINGTON|DC
C00010520|MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT|B|Q|NNE||C|MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT|50309|DES MOINES|IA
C00010561|KANSAS ACTION COMMITTEE FOR RURAL ELECTRIFICATION|U|Q|||T||67864|MEADE|KS
C00010603|DNC SERVICES CORP./DEM. NAT'L COMMITTEE|U|Y|DEM||||20003|WASHINGTON|DC
C00010793|THE LOOSE GROUP|U|Q|NAT||M|NONE|30342|ATLANTA|GA
C00010868|AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC)|B|Q|UNK||T|AMERICAN COUNCIL OF ENGINEERING COMPANIES|20005|WASHINGTON|DC
C00010876|TEAMSTERS UNION LOCAL #115 POLITICAL ACTION FUND (AKA DRIVE-LOCAL NO. 115)|U|Q|||L|TEAMSTERS UNION LOCAL NO. 115|19154|PHILADELPHIA|PA
C00010983|JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE|B|Q|||C|JOHNSON & JOHNSON|20005|WASHINGTON|DC
C00011114|AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E|B|Q|UNK||L|DISTRICT COUNCIL 37, AFSCME PUBLIC EMPLOYEES ORGANIZED FOR POL & LEG EQUALITY|20036|WASHINGTON|DC
C00011189|GLASS MOLDERS POTTERY PLASTICS & ALLIED WORKERS INTERNATIONAL UNION - POLITICAL ED LEAG|U|Q|||L||19063|MEDIA|PA
C00011197|KENTUCKY STATE DEMOCRATIC CENTRAL EXECUTIVE COMMITTEE|U|Y|DEM||||40602|FRANKFORT|KY
C00011262|BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE|B|Q|UNK||L||22630|FRONT ROYAL|VA
C00011338|SAILORS' POLITICAL FUND (FKA) SAILORS' UNION OF THE PACIFIC POLITICAL FUND, DON, DON|U|Q|||L||94105|SAN FRANCISCO|CA
C00011544|OHIO DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||T|OHIO DENTAL ASSOCIATION|43215|COLUMBUS|OH
C00011627|MINNESOTA BANKERS POLITICAL ACTION COMMITTEE|U|Q|||T||55344|EDEN PRAIRIE|MN
C00011643|IMPERIAL COUNTY REPUBLICAN PARTY (FED)|U|Y|REP|||CALIFORNIA REPUBLICAN PARTY (FEDERAL)|92243|EL CENTRO|CA
C00011767|PAC INTERNATIONAL UNION SECURITY POLICE FIRE PROFESSIONALS OF AMERICA (SPFPA)|U|N|UNK||L||48066|ROSEVILLE|MI
C00012211|NORTH CAROLINA DENTAL SOCIETY PAC|U|Q|||M|NORTH CAROLINA DENTAL SOCIETY|27513|CARY|NC
C00012229|ALASKANS FOR DON YOUNG|P|H|REP|H6AK00045||NONE|99503|ANCHORAGE|AK
C00012245|UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC)|B|Q|||C|UBS AMERICAS INC.|06901|STAMFORD|CT
C00012310|BLACK & VEATCH POLITICAL ACTION COMMITTEE|B|Q|UNK||C||66211|OVERLAND PARK|KS
C00012328|FLORIDA SUGAR CANE LEAGUE PAC|B|Q|UNK||T|FLORIDA SUGAR CANE LEAGUE|20004|WASHINGTON|DC
C00012401|CALIFORNIA LEAGUE OF CONSERVATION VOTERS|U|Q|UNK||M|CALIFORNIA LEAGUE OF CONSERVATION VOTERS|94612|OAKLAND|CA
C00012468|THE COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT|B|Q|UNK||C|THE COCA-COLA COMPANY|30313|ATLANTA|GA
C00012476|UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE (UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA)|B|Q|||L|PLUMBERS & STEAMFITTERS LOCAL 22 PAC INC|21401|ANNAPOLIS|MD
C00012484|FLORIDA BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE|B|Q|NNE||T|ABA BANK PAC|32302|TALLAHASSEE|FL
C00012880|AMERICAN PHYSICAL THERAPY ASSOCIATION PHYSICAL THERAPY POLITICAL ACTION COMMITTEE (PT-PAC)|B|Q|||M|AMERICAN PHYSICAL THERAPY ASSOCIATION|22314|ALEXANDRIA|VA
C00012914|AMERICAN LAND TITLE ASSOCIATION TITLE INDUSTRY PAC (TIPAC)|B|Q|||T|AMERICAN LAND TITLE ASSOCIATION|20036|WASHINGTON|DC
C00013128|CONGRESSMAN WAXMAN CAMPAIGN COMMITTEE|P|H|DEM|H6CA24048||LA PAC|90048|LOS ANGELES|CA
C00013342|UNITED MINE WORKERS OF AMERICA - COAL MINERS POLITICAL ACTION COMMITTEE|U|Q|||L|1UNITED MINE WORKERS OF AMERICA|22172|TRIANGLE|VA
C00013748|NORTH DAKOTA DEMOCRATIC-NONPARTISAN LEAGUE PARTY|U|Y|DEM|||DOLLARS FOR DEMOCRATS|58501|BISMARCK|ND
C00013961|SHEET METAL AND AIR CONDITIONING CONTRACTORS POLITICAL ACTION COMMITTEE|U|Q|||T|SHEET METAL & AIR CONDITIONING CONTRACTORS' NATIONAL ASSOC., INC.|20151|CHANTILLY|VA
C00014019|COMMITTEE ORGANIZED FOR THE TRADING OF COTTON PAC OF THE AMERICAN COTTON SHIPPERS ASSOCIAT|U|Q|UNK||T||38103|MEMPHIS|TN
C00014092|SAN BERNARDINO COUNTY REPUBLICAN CENTRAL COMMITTEE-FEDERAL|U|Y|REP|||CALIFORNIA REPUBLICAN PARTY-FEDERAL ACCOUNT|91730|RANCHO CUCAMONGA|CA
C00014498|REPUBLICAN PARTY OF IOWA|U|Y|REP|||REPUBLICAN NATIONAL COMMITTEE|50309|DES MOINES|IA
C00014555|FOOD MARKETING INSTITUTE POLITICAL ACTION COMMITTEE FOODPAC|B|Q|UNK||T|FOOD MARKETING INSTITUTE|22202|ARLINGTON|VA
C00014878|GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|UNK||T|AVIATION MANUFACTURERS ASS'N; GENERAL|20005|WAHINGTON|DC
